;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Troms›;EE;LV;LT;FRE
08-03-2016;238,07;239,7;239,7;239,7;242,18;239,7;239,95;242,18;229,62;229,62;229,62;239,7;239,7;239,7;274,35;274,35;274,35;
09-03-2016;229,44;216,13;216,13;216,13;221,85;312,97;216,13;221,85;212,63;212,63;212,63;216,13;216,13;216,13;317,8;317,8;317,8;
10-03-2016;234,72;223,59;223,59;223,59;223,68;303,91;223,14;223,68;217,43;217,43;217,43;223,59;223,59;223,59;308,33;308,33;308,33;
11-03-2016;249,72;250,33;250,33;250,33;250,33;296,9;250,33;250,33;229,02;229,02;229,02;250,33;250,33;200,49;299,01;299,01;299,01;
12-03-2016;213,19;218,48;218,48;218,48;218,48;218,48;218,48;218,48;215,47;215,47;215,47;218,48;218,48;182,05;233,83;233,83;233,83;218,48
13-03-2016;202,29;205,74;205,74;205,74;206,04;205,74;205,74;206,04;205,74;205,74;205,74;205,74;205,74;179,61;218,51;218,51;218,51;205,74
14-03-2016;212,31;213,13;213,13;213,13;236,64;302,13;215,4;236,64;210,45;210,45;210,45;213,13;213,13;192,69;302,13;302,13;302,13;
15-03-2016;208,87;211,04;211,04;211,04;234;273,26;211,04;234;207,93;207,93;207,93;211,04;211,04;191,23;278,5;278,5;278,5;
16-03-2016;206,83;207,79;207,79;207,79;228,21;252,42;210,65;228,21;207,6;207,6;207,6;207,79;207,79;195,15;268,48;268,48;268,48;
17-03-2016;208,37;211,02;211,02;211,02;224,92;229,56;211,02;224,92;210,92;210,92;210,92;211,02;211,02;192,9;260,82;260,82;260,82;
18-03-2016;207,36;206,58;206,58;206,58;211,11;276,88;206,58;211,11;206,58;206,58;206,58;207,6;207,6;197,2;276,88;276,88;276,88;
19-03-2016;201,31;201,46;201,46;201,46;201,46;202,86;201,46;201,46;201,46;201,46;201,46;201,46;201,46;199,37;209,79;209,79;209,79;
20-03-2016;192,64;192,66;192,66;192,66;192,66;193,13;190,37;192,66;192,66;192,66;192,66;192,66;192,66;192,66;284,61;284,61;284,61;
21-03-2016;205,17;202,85;202,85;202,85;202,85;338,79;202,85;202,85;202,85;202,85;202,85;202,85;202,85;202,85;344,25;350,74;387,3;
22-03-2016;206,38;208,88;208,88;208,88;208,88;308,73;206,7;208,88;203,13;203,13;203,13;208,88;208,88;208,88;312,64;314,25;415,44;
23-03-2016;205;203,6;203,6;203,6;204,79;326,98;203,6;204,79;202,72;202,72;202,72;203,6;203,6;203,28;339,11;359,13;426,02;
24-03-2016;201,33;199,86;199,86;199,86;203,55;283,57;199,86;203,55;199,79;199,79;199,79;199,86;199,86;199,86;297,12;312,38;337,74;
25-03-2016;194,72;194,13;194,13;194,13;194,13;211,44;194,13;194,13;194,13;194,13;194,13;194,13;194,13;194,13;274,91;284,61;329,17;
26-03-2016;184,76;184,85;184,85;184,85;184,85;185,09;181,55;183,83;184,85;184,85;184,85;184,85;184,85;184,85;276,87;296,31;296,31;
27-03-2016;159,7;157,99;157,99;157,99;157,99;157,99;120,69;130,93;162,01;162,01;162,01;159,97;159,97;159,97;196,07;214,05;214,05;
28-03-2016;159,05;161,11;161,11;161,11;161,11;169,29;34,78;85,29;162,79;162,79;162,79;161,11;161,11;161,11;231,43;245,86;245,86;
29-03-2016;188,13;186,07;186,07;186,07;186,07;284,23;173,92;186,65;186,23;186,23;186,23;186,07;186,07;186,07;288,54;304;304;
30-03-2016;206,69;203,13;203,13;203,13;203,13;333,08;203,13;203,13;203,13;203,13;203,13;203,13;203,13;203,03;336,75;347,17;347,48;
31-03-2016;211,51;206,19;206,19;206,19;249,13;284,74;206,7;249,13;204,37;204,37;204,37;206,19;206,19;206,19;284,74;284,74;284,74;
01-04-2016;215,52;209,93;209,93;209,93;234,89;266,71;219,31;234,89;207,42;207,42;207,42;209,93;209,93;209,93;282,87;282,87;282,87;
02-04-2016;193,99;194,01;194,01;194,01;194,01;194,01;193,27;194,19;194,01;194,01;194,01;194,01;194,01;194,01;282,36;282,36;282,36;
03-04-2016;187,46;187,48;187,48;187,48;187,48;187,48;186,91;187,93;187,43;187,43;187,43;187,48;187,48;187,48;288,72;288,72;288,72;
04-04-2016;219,05;216,55;216,55;216,55;220,12;312,11;216,47;220,12;215,56;215,56;215,56;216,55;216,55;196,08;328,44;328,44;328,44;
05-04-2016;215,04;236,41;236,41;236,41;237,34;272,19;236,35;237,34;209,32;209,32;209,32;236,41;236,41;190,76;298,41;298,41;298,41;
06-04-2016;199,21;199,57;199,57;199,57;199,57;269,89;198,61;199,57;198,85;198,62;198,85;200,13;200,13;188,69;279,94;279,94;279,94;
07-04-2016;191,76;191,1;191,1;191,1;191,1;221,47;190,89;191,1;191,1;191,1;191,14;195,3;195,3;188,88;273,81;273,81;273,81;
08-04-2016;203,86;204,38;204,38;204,38;204,38;235,31;204,38;204,38;204,38;204,38;204,38;204,38;204,38;190,9;298,55;298,55;299,69;
09-04-2016;200,13;202,4;202,4;202,4;202,4;202,4;202,39;202,4;202,4;202,4;202,4;202,4;202,4;190,21;292,36;292,36;292,36;
10-04-2016;191,83;192,53;192,53;192,53;192,53;192,53;192,53;192,53;192,53;192,53;192,53;192,53;192,53;188,59;282,8;282,8;282,8;
11-04-2016;215,11;210,82;210,82;210,82;210,82;296,75;209,43;210,82;209,43;209,43;209,43;210,82;210,82;189,32;314,49;314,49;314,49;
12-04-2016;208,4;208,23;208,23;208,23;208,23;270,58;208,23;208,23;208,23;208,23;208,23;208,23;208,23;191,05;280,97;280,97;280,97;
13-04-2016;226,51;227,72;227,72;227,72;227,72;275,11;227,72;227,72;225,82;225,82;225,82;227,72;227,72;196,75;289,42;290,22;290,22;
14-04-2016;222,59;231,76;231,76;231,76;231,76;272,53;231,75;231,76;211,19;211,19;211,19;231,76;231,76;197;286,76;286,76;286,76;
15-04-2016;209,2;207,35;207,35;207,35;207,35;288,14;207,36;207,35;207,35;207,35;207,35;207,35;207,35;196,27;313,84;320,69;427,31;
16-04-2016;192,22;191,97;191,97;191,97;191,97;192,71;191,7;191,97;191,97;191,97;191,97;200,12;200,12;188,5;222,83;237,86;272,95;
17-04-2016;177,96;173,6;173,6;173,6;173,6;187,72;161,5;172,59;173,67;173,67;175,28;202,4;202,4;186,28;199,88;205,71;267,03;
18-04-2016;198,68;193,94;193,94;193,94;193,94;317,11;193,94;193,94;194,07;194,07;194,07;200,59;200,59;192,32;317,11;321,91;344,39;
19-04-2016;191,87;184,5;184,5;184,5;184,5;268,06;175,19;184,5;187,98;187,98;187,98;202,35;202,35;188,57;268,06;268,06;268,06;
20-04-2016;200,81;198,16;198,16;198,16;198,16;260,08;198,16;198,16;198,94;198,94;199,29;204,23;204,23;196,14;260,08;268,15;268,15;
21-04-2016;201,41;197,74;197,74;197,74;197,74;299,99;197,74;197,74;197,74;197,74;197,74;197,74;197,74;196,41;299,99;307,12;330,62;
22-04-2016;199,92;197,15;197,15;197,15;197,15;271,6;197,15;197,15;197,15;197,15;197,15;197,32;197,32;194,33;271,77;271,77;271,77;
23-04-2016;200,48;200,88;200,88;200,88;200,88;227,85;200,88;200,88;200,88;200,88;200,88;204,49;204,49;191,6;230,27;230,27;300,68;
24-04-2016;198,63;198;198;198;198;211,74;196,76;198;198;198;198;207,37;207,37;192,93;221;240,55;253,13;
25-04-2016;230,9;225,56;225,56;225,79;225,79;296,08;225,79;226,45;225,79;225,79;225,79;227,37;227,37;201,69;296,08;324,35;360,91;
26-04-2016;229,59;222,7;222,7;222,7;222,7;303;222,7;222,7;222,7;222,7;222,7;223,88;223,88;203,19;303;359,56;422,77;
27-04-2016;223,8;222,53;222,53;222,53;222,53;266,11;222,53;222,53;222,53;222,53;222,53;222,59;222,59;204,07;266,11;294,32;363,07;
28-04-2016;233,66;236,51;236,51;236,51;236,51;255,02;236,51;236,51;236,51;236,51;236,51;236,51;236,51;202,76;255,02;274,99;419,31;
29-04-2016;208,76;206,18;206,18;207,36;207,36;306,63;204,52;207,82;207,36;207,36;207,36;206,24;206,24;204,69;306,63;374,76;374,76;
30-04-2016;206,78;208,62;208,62;208,62;208,62;208,62;208,62;208,62;208,62;208,62;208,62;208,9;208,9;196,86;218,3;222,01;222,01;
01-05-2016;200,27;200,69;200,69;200,69;200,69;200,69;199,81;200,96;200,69;200,69;200,69;205,04;205,04;193,25;203,22;203,22;203,22;
02-05-2016;223,47;230,57;230,57;230,57;230,57;230,57;230,03;235,93;230,57;230,57;230,57;231,01;231,01;204,93;244,53;271,5;271,5;
03-05-2016;223,04;225,94;225,94;225,94;225,94;225,94;225,94;225,94;225,94;225,94;225,94;226,06;226,06;208,56;235,32;260,53;260,53;
04-05-2016;232,9;235,74;235,74;235,74;235,74;289,36;240,51;240,51;235,74;235,74;235,74;235,74;235,74;207,84;290,96;299,89;307,55;
05-05-2016;199,44;199,18;199,18;199,18;199,18;210,54;199,18;199,21;199,18;199,18;199,18;199,18;199,18;198,82;233,97;342,65;342,65;
06-05-2016;204,43;203,8;203,8;203,8;205,31;241,79;203,8;205,55;203,8;203,8;203,8;203,8;203,8;201,93;241,79;281,99;281,99;
07-05-2016;173,75;173,77;173,77;173,77;173,77;173,77;173,74;173,77;173,77;173,77;173,77;173,77;173,77;173,77;173,77;173,77;173,77;
08-05-2016;151,87;148,71;148,71;148,71;148,71;148,71;148,71;148,71;148,71;148,71;148,71;157,49;157,49;157,49;148,71;148,71;148,71;
09-05-2016;198,23;197,61;197,61;197,61;201,35;201,04;197,61;201,45;197,61;197,61;197,61;197,61;197,61;197,61;201,04;254,14;254,14;
10-05-2016;221,89;218,68;218,68;218,68;220,77;285,08;218,68;221,09;214,94;214,94;214,94;217,45;217,45;211,08;285,08;311,31;311,31;
11-05-2016;226,64;227,98;227,98;227,98;227,98;310,89;227,98;227,98;215,01;215,01;215,01;228,68;228,68;211,52;310,89;318,54;318,54;
12-05-2016;218,1;231,25;231,25;231,25;231,25;297,98;231,25;231,25;208,74;208,74;208,74;230,18;230,18;206,43;297,98;314,16;314,16;
13-05-2016;231,76;239,77;239,77;239,77;242,79;308,53;239,77;245,34;219,27;219,27;219,27;221,5;221,5;210,69;308,53;327,11;327,11;
14-05-2016;188,31;188,31;188,31;188,31;188,31;188,31;182,89;188,31;188,31;188,31;188,31;188,44;188,44;188,44;188,31;208,28;208,28;
15-05-2016;185,75;185,64;185,64;185,64;185,64;188,9;185,64;185,64;185,64;185,64;185,64;185,64;185,64;185,62;188,9;221,09;221,09;
16-05-2016;207,79;205,01;205,01;205,01;205,01;297,85;201,54;205,01;204,2;204,2;204,2;204,79;204,79;202,48;297,85;298,68;298,68;
17-05-2016;229,22;242,06;242,06;242,06;242,06;293,56;220,54;242,06;220,24;220,24;220,24;235,42;235,42;209,11;293,56;309,87;309,87;
18-05-2016;254,56;277,08;277,08;277,08;277,4;294,83;260,51;277,41;234,38;234,38;234,38;272,47;272,47;214,44;294,83;353,57;353,57;
19-05-2016;272,32;302,25;302,25;302,25;304,76;331,91;302,25;305,08;228,57;228,57;228,57;300,74;300,74;280,5;331,91;349,33;349,33;
20-05-2016;234,98;232,81;232,81;232,81;232,81;351,31;232,5;236,45;224,98;224,98;224,98;232,81;232,81;229,99;351,31;422,62;422,62;
21-05-2016;214,99;213,58;213,58;213,58;213,58;249,5;213,22;213,58;213,23;213,23;213,23;213,58;213,58;216,27;249,5;265,68;265,68;
22-05-2016;206,81;207,19;207,19;207,19;207,19;207,19;204,47;207,23;206,09;206,09;206,09;207,19;207,19;207,26;207,19;238,62;238,62;
23-05-2016;226,87;226,62;226,62;226,62;226,62;287,94;225,99;273,49;222,79;222,79;222,79;226,62;226,62;216,46;287,94;366,07;366,07;
24-05-2016;224,18;225,27;225,27;225,27;225,27;280,6;223,15;274,15;216,97;216,97;216,97;225,27;225,27;219,48;284,77;376,85;376,85;
25-05-2016;225,72;227,26;227,26;227,26;227,26;265,36;220,58;285,36;220,15;220,15;220,15;227,26;227,26;220,02;265,91;391,44;391,44;
26-05-2016;233,7;234,78;234,78;234,78;234,78;303,54;234,06;257,17;229,26;229,26;229,26;234,78;234,78;223,5;304,93;367,3;367,3;
27-05-2016;240,2;245,59;245,59;245,59;245,59;378,42;245,59;265,66;226,49;226,49;226,49;235,77;235,77;224,63;378,42;413;413;
28-05-2016;214,01;217,59;217,59;217,59;217,59;217,59;215,85;222,17;213,85;213,85;213,85;217,59;217,59;212,67;217,59;339,17;384,43;
29-05-2016;193,67;193,67;193,67;193,67;193,67;193,67;193,68;193,67;193,67;193,67;193,67;193,67;193,67;193,67;193,67;258,38;258,38;
30-05-2016;209,65;211,18;211,18;211,18;211,18;298,96;201,33;211,18;201,33;201,33;200,19;211,18;211,18;206,45;298,96;360,52;361,7;
31-05-2016;226,14;257,08;257,08;257,08;257,08;342,15;245,7;258,27;211,98;211,98;209,99;246,86;246,86;218,03;342,15;381,35;381,35;
01-06-2016;238,5;283,3;283,3;283,3;283,3;362,75;283,23;283,3;212,12;212,12;212,12;258,26;258,26;225,78;362,75;381,68;381,68;
02-06-2016;229,18;273,29;273,29;273,29;273,29;328,56;267,71;273,29;201,6;201,6;201,6;250,49;250,49;222,29;328,56;353,25;353,25;
03-06-2016;229,05;264,58;264,58;270,28;270,28;308,29;269,77;270,6;205,8;205,8;205,4;247,23;247,23;223,02;308,29;362,16;362,16;
04-06-2016;211,87;236,58;236,58;236,58;236,58;237,26;232,9;236,58;202,98;202,98;202,98;230,88;230,88;213,52;237,26;327,34;327,34;
05-06-2016;207,13;234,98;234,98;234,98;234,98;236,76;212,01;234,98;198,99;198,99;198,99;230,2;230,2;210,26;236,76;265,62;265,62;
06-06-2016;250,04;286,46;286,46;286,46;286,46;390,37;283,59;286,79;211,32;211,32;209,44;266,41;266,41;227,8;390,37;390,37;390,37;
07-06-2016;255;303,06;303,06;303,06;303,06;350,28;271,01;303,06;219,94;219,94;211,75;290,27;290,27;236,98;350,28;350,28;350,28;
08-06-2016;245,19;268,69;268,69;268,69;274,1;319,2;262,09;274,1;218,65;218,65;218,47;257,93;257,93;236,1;319,2;326,16;326,16;
09-06-2016;249,08;296,17;296,17;296,17;296,17;296,74;267,21;296,17;219,79;219,79;219,79;300;300;232,47;296,74;328,05;328,05;
10-06-2016;245,3;287,79;287,79;287,79;287,79;312,37;235,92;287,79;219,55;219,55;219,55;288,12;288,12;234,64;332,66;333,59;333,59;
11-06-2016;238,45;272,47;272,47;272,47;272,47;281,57;247,45;272,47;223,08;223,08;223,08;272,47;272,47;229,73;281,57;283,67;283,67;
12-06-2016;234,84;268,26;268,26;268,26;268,26;268,26;231,9;268,26;223,17;223,17;223,17;268,26;268,26;231,56;268,26;291,14;291,14;
13-06-2016;258,89;286,77;286,77;286,77;286,77;286,77;265,51;286,77;238,76;238,76;238,76;286,77;286,77;240,56;286,77;361,74;361,74;
14-06-2016;257,88;342;342;342;342;354,56;282,45;342;237,39;237,39;237,39;342;342;234,31;367,72;394,04;394,04;
15-06-2016;268,12;303,03;303,03;303,03;303,03;336,18;288,48;303,03;251,21;251,21;245,96;302,06;302,06;237,6;336,18;356,95;356,95;
16-06-2016;267,82;344,02;344,02;344,02;344,02;344,02;339,35;344,02;247,05;247,05;246,08;344,02;344,02;235,37;344,02;370,86;370,86;
17-06-2016;260,2;323,93;323,93;323,93;323,93;334,91;317,54;323,93;246,95;246,95;246,95;323,93;323,93;231,98;334,91;354,18;354,18;
18-06-2016;233,3;238,7;238,7;238,7;238,7;238,7;231,64;238,7;232,62;232,62;232,62;238,7;238,7;230,2;238,7;239,28;239,28;
19-06-2016;222,23;235,4;235,4;235,4;235,4;235,4;214,28;235,4;216,11;216,11;216,11;238,54;238,54;222,55;235,4;294,66;294,66;
20-06-2016;259,02;310,49;310,49;310,49;310,49;311,02;245;310,49;241,57;241,57;234,78;310,49;310,49;235,31;311,02;440,83;440,83;
21-06-2016;260,71;311,82;311,82;311,82;311,82;311,82;311,18;311,82;244,04;244,04;233,21;312,03;312,03;234,27;506,74;531,88;531,88;
22-06-2016;263,77;335,7;335,7;335,7;335,7;335,7;310,9;335,7;240,82;240,82;230,59;335,7;335,7;239,94;335,7;600,28;600,28;
23-06-2016;261,29;307,65;307,65;307,65;307,65;307,65;278,15;307,65;234,73;234,73;227,11;307,65;307,65;239,89;307,65;446,52;446,52;
24-06-2016;251,51;280,07;280,07;280,07;280,07;280,07;279,52;284,85;230,04;230,04;229,63;279,69;279,69;236,64;280,07;340,67;340,67;
25-06-2016;240,47;269,32;269,32;269,32;269,32;269,32;264,59;269,32;228,07;228,07;228,07;270,04;270,04;235,79;269,32;315,57;315,57;
26-06-2016;223,68;254,83;254,83;254,83;254,83;254,83;219,77;254,83;207,29;207,29;207,29;255,01;255,01;228,31;254,83;258,09;258,09;
27-06-2016;267,5;510,29;510,29;510,29;510,29;510,29;255,74;510,29;224,31;224,31;224,31;405,27;405,27;233,39;510,29;510,29;510,29;
28-06-2016;278,27;734,2;734,2;734,2;734,2;734,2;310,99;734,2;229,06;229,06;229,06;326,96;326,96;234,02;734,2;734,2;734,2;
29-06-2016;270,38;452,8;452,8;452,8;452,8;452,8;257,19;452,8;221,97;221,97;221,97;290,35;290,35;234,49;452,8;453,9;453,9;
30-06-2016;253,67;329,83;329,83;329,83;329,83;330,81;247,63;329,83;216,52;216,52;216,52;280,78;280,78;231,9;330,81;360,09;360,09;
