;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Troms›;EE;LV;LT;FRE
01-07-2016;236,22;271,02;271,02;271,02;271,02;286,42;225,72;271,02;213,05;213,05;213,05;262,88;262,88;240,46;286,42;1069,16;1069,16;
02-07-2016;200,32;214,73;214,73;214,73;214,73;214,73;195,76;214,73;193,1;193,1;193,1;214,73;214,73;214,73;214,73;750,59;750,59;
03-07-2016;196,34;218,29;218,29;218,29;218,29;218,29;181,45;218,29;185,02;185,02;185,02;213,26;213,26;213,1;218,29;367,51;367,51;
04-07-2016;240,7;292,94;292,94;292,94;292,94;361,01;286,02;293,25;210,61;210,61;210,61;280,96;280,96;232,31;361,01;366,77;366,77;
05-07-2016;230,75;267,61;267,61;267,61;267,61;275,82;249,92;268,58;206,87;206,87;205,97;276,61;276,61;233,59;275,82;355,17;355,17;
06-07-2016;205,78;231,51;231,51;231,51;231,51;261,39;175,29;231,51;186,17;186,17;186,17;268,85;268,85;221,2;261,39;326,54;326,54;
07-07-2016;234,54;267,27;267,27;267,27;267,27;311,5;212,59;267,27;212,59;212,59;212,59;278,24;278,24;244,41;311,5;315,71;315,71;
08-07-2016;240,28;273,82;273,82;273,82;273,82;307,86;267,38;273,82;217,01;217,01;214,19;284,71;284,71;243,99;307,86;348,52;348,52;
09-07-2016;221,68;251,39;251,39;251,39;251,39;251,39;219,07;251,39;209,06;209,06;208,65;273,06;273,06;230,27;251,39;304,39;304,39;
10-07-2016;222,33;255,01;255,01;255,01;255,01;255,01;221,12;255,01;208,52;208,52;208,47;273,5;273,5;226,86;255,01;305,56;305,56;
11-07-2016;233,8;262,97;262,97;262,97;262,97;334,84;220,7;262,97;210,99;210,99;210,31;279,32;279,32;238,51;334,84;342,32;342,32;
12-07-2016;240,23;280,14;280,14;280,14;280,14;312,94;263,7;279,95;218,24;218,24;209,9;290,32;290,32;240,99;312,94;321,33;321,33;
13-07-2016;245,21;308,38;308,38;308,38;308,38;328,91;299,79;308,38;217,75;217,75;208,64;311,79;311,79;242,84;328,91;330,93;330,93;
14-07-2016;237,33;280,82;280,82;280,82;280,82;294;236,27;280,82;218,1;218,1;209,47;293,03;293,03;236,33;294;294;294;
15-07-2016;231,29;272,67;272,67;272,67;272,67;291,35;225,72;272,67;215,96;215,96;204,9;288,46;288,46;241,29;291,35;291,35;291,35;
16-07-2016;228,53;264,43;264,43;264,43;264,43;264,43;216,56;264,43;216,56;216,56;209,4;281,3;281,3;239;264,43;264,43;264,43;
17-07-2016;221,12;243,37;243,37;243,37;243,37;243,37;219,28;243,37;213,14;213,14;205,45;243,37;243,37;237,3;243,37;244,87;244,87;
18-07-2016;247,64;278,9;278,9;278,9;278,9;279,34;269,14;278,9;227,4;227,4;212,07;278,19;278,19;252,9;279,34;283,91;283,91;
19-07-2016;260,32;296,53;296,53;296,53;297,89;298,09;294,51;297,89;230,45;230,45;212,02;287,16;287,16;259,49;298,09;314,62;314,62;
20-07-2016;252,71;285,5;285,5;285,5;285,71;288,03;272,96;285,71;229,13;229,13;212,38;283,85;283,85;259,84;288,03;313,92;313,92;
21-07-2016;257,99;290,47;290,47;290,47;291,54;290,47;281,41;291,54;230,65;230,65;214,53;290,47;290,47;258,22;290,47;304,5;304,5;
22-07-2016;253,87;292,78;292,78;292,78;292,78;295,01;292,78;292,78;234,52;234,52;211,01;292,74;292,74;257,05;295,01;328,15;328,15;
23-07-2016;244,97;282,43;282,43;282,43;282,43;282,43;275,33;282,43;238,21;238,21;214,2;282,43;282,43;245,11;282,43;292,99;292,99;
24-07-2016;240,55;275,07;275,07;275,07;275,07;275,07;252,58;275,07;236,34;236,34;216,48;275,07;275,07;244,46;275,07;279,58;279,58;
25-07-2016;261,24;296,96;296,96;296,96;299,42;323,05;296,96;299,42;238,12;238,12;213,99;296,96;296,96;262,7;323,05;328,79;328,79;
26-07-2016;256,34;293,36;293,36;293,36;296,44;328,88;292,08;296,44;234,43;234,43;210,66;293,36;293,36;256,18;328,88;338,03;338,03;
27-07-2016;255,69;292,42;292,42;292,42;307,87;340,56;278,61;307,87;235,63;235,63;208,25;292,42;292,42;255,01;340,56;343,08;343,08;
28-07-2016;248,5;280,97;280,97;280,97;280,97;336,31;279,36;281,82;229,65;229,65;212,41;280,97;280,97;253,39;336,31;358,3;363,21;
29-07-2016;246,41;278,59;278,59;278,59;278,59;336,61;273,24;278,59;227,99;227,99;207,51;278,59;278,59;253,81;336,61;374,79;635,19;
30-07-2016;234,13;264,9;264,9;264,9;264,9;264,9;256,01;264,9;231,39;231,39;205,13;264,9;264,9;239,66;264,9;355,99;355,99;
31-07-2016;225,95;243,23;243,23;243,23;243,23;243,23;237,9;243,23;224,54;224,54;205,81;243,23;243,23;231,27;243,23;305,95;305,95;
01-08-2016;241,49;273,63;273,63;273,63;273,63;273,84;250,13;273,63;227,05;227,05;206,57;274,77;274,77;249,73;273,84;346,14;346,14;
02-08-2016;249,08;298,01;298,01;298,01;298,01;313,07;298,01;298,01;226,33;226,33;209,85;293,03;293,03;253,22;313,07;354,58;354,58;
03-08-2016;240,36;284,48;284,48;284,48;284,48;308,66;227,74;284,48;217,38;217,38;210,73;280,11;280,11;251,75;308,66;351,85;351,85;
04-08-2016;231,71;276,27;276,27;276,27;276,27;276,27;203,61;276,27;203,61;203,61;203,49;278,9;278,9;244,43;276,27;347,56;347,56;
05-08-2016;241,54;297,6;297,6;297,6;297,6;300,72;276,81;297,6;208,92;208,92;208,46;294,02;294,02;246,82;300,72;392,37;392,37;
06-08-2016;214,31;258,4;258,4;258,4;258,4;258,4;198,75;258,4;198,74;198,74;198,74;258,47;258,47;237,64;258,4;334,62;334,62;
07-08-2016;196,1;227,75;227,75;227,75;227,75;227,75;179,75;227,75;179,75;179,75;179,75;241,68;241,68;226,67;227,75;355,76;355,76;
08-08-2016;209,87;233,31;233,31;233,31;233,31;306,52;175,62;233,31;175,96;175,96;175,96;250,45;250,45;239,73;306,52;371,18;371,18;
09-08-2016;218,6;261,7;261,7;261,7;261,7;261,7;187,55;261,7;187,55;187,55;187,55;264,35;264,35;234,02;261,7;278,13;278,13;
10-08-2016;234,28;291,77;291,77;291,77;291,77;309,44;199,73;291,77;197,81;197,81;192,33;287,05;287,05;238,16;309,44;309,44;309,44;
11-08-2016;241,91;313,83;313,83;313,83;313,83;314,3;262,38;313,83;199,18;199,18;187,33;275,82;275,82;250,14;314,3;314,3;314,3;
12-08-2016;230,28;275,73;275,73;275,73;275,73;323,06;243,39;275,73;193,64;193,64;184,49;264,6;264,6;246,64;323,06;325,74;325,74;
13-08-2016;189,65;217,57;217,57;217,57;217,57;221,68;171,54;217,57;171,54;171,54;171,54;226,91;226,91;225,27;221,68;224,89;224,89;
14-08-2016;202,12;233,44;233,44;233,44;233,44;233,44;198,08;209,92;181,15;181,15;180,16;239,99;239,99;235,61;233,44;233,44;233,44;
15-08-2016;234,58;292,59;292,59;292,59;292,59;299,27;292,48;292,87;187,47;187,47;187,47;259,59;259,59;247,29;299,27;299,27;299,27;
16-08-2016;235,48;282,8;282,8;282,8;282,8;287,53;282,8;282,8;192,28;192,28;192,28;283,44;283,44;240,41;287,53;287,53;287,53;
17-08-2016;246,09;300,96;300,96;300,96;300,96;300,96;300,96;300,96;194,81;194,81;194,81;283,26;283,26;238,89;300,96;300,96;300,96;
18-08-2016;244,08;296,47;296,47;296,47;296,47;301,89;294,16;296,47;197,6;197,6;197,6;296,88;296,88;237,76;301,89;302,84;302,84;
19-08-2016;254,29;331,65;331,65;331,65;331,65;331,65;330,93;331,65;202,68;202,68;202,68;322,4;322,4;241,93;331,65;335,34;335,34;
20-08-2016;232,76;290,05;290,05;290,05;290,05;290,05;237,77;290,05;204,65;204,65;204,65;266,44;266,44;240,23;290,05;292,26;292,26;
21-08-2016;219,87;276,76;276,76;276,76;276,76;276,76;206,76;276,76;185,33;185,33;185,33;267,69;267,69;239,66;276,76;277,88;277,88;
22-08-2016;265,25;343,71;343,71;343,71;343,71;343,71;329,52;343,71;205,79;205,79;205,63;318,2;318,2;248,18;343,71;345,98;345,98;
23-08-2016;255,89;330,48;330,48;330,48;330,48;330,48;329,74;330,48;210,14;210,14;202,91;332,62;332,62;245,91;330,48;330,48;330,48;
24-08-2016;258,34;332;332;332;332;332;330,78;332;213,63;213,63;202,7;286,71;286,71;248,01;332;332,15;332,15;
25-08-2016;248,79;290,14;290,14;290,14;290,14;290,14;288,76;290,14;210,86;210,86;205,03;294,74;294,74;245,47;290,14;304,07;304,07;
26-08-2016;239,6;277,27;277,27;277,27;277,27;301,8;273,81;277,27;206,53;206,53;197,84;281,5;281,5;237,45;301,8;304,55;304,55;
27-08-2016;216,36;243,33;243,33;243,33;244,56;243,33;245,98;246,31;206,4;206,4;194,96;245,9;245,9;225,63;243,33;264,96;264,96;
28-08-2016;213,82;252,38;252,38;252,38;252,38;252,38;215,99;252,38;193,57;193,57;184,1;253,73;253,73;221,63;252,38;259,21;259,21;
29-08-2016;249,15;291,24;291,24;291,24;291,24;312,66;233,67;291,24;216,57;216,57;184,82;287,58;287,58;241,36;312,66;313,54;313,54;
30-08-2016;264,07;322,53;322,53;322,53;322,53;329,05;322,37;322,53;221;221;191,16;301,26;301,26;244,65;329,05;329,05;329,05;
31-08-2016;248,24;301,28;301,28;304,29;307,29;307,65;300,54;307,65;219,87;219,87;187,2;248,92;248,92;244,25;307,65;336,09;339,92;
01-09-2016;236,78;282,76;282,76;282,76;282,76;284,57;283,45;283,5;213,71;213,71;175,21;256;256;236,57;284,57;307,95;307,95;
02-09-2016;231,63;281,24;281,24;281,24;281,24;292,86;278,91;281,24;213,39;213,39;167,63;277,12;277,12;234,26;292,86;317,73;317,73;
03-09-2016;221,52;264,34;264,34;264,34;264,34;264,34;270,97;270,97;213,96;213,96;157,47;253,03;253,03;229,88;264,34;289,46;289,46;
04-09-2016;212,17;241,01;241,01;241,01;241,01;241,01;227,72;241,01;207,38;207,38;167,14;236,9;236,9;223,23;241,01;252,39;252,39;
05-09-2016;247,45;328,94;328,94;339,29;339,29;339,34;340,62;340,62;211,27;211,11;184,68;259,67;259,67;240,25;339,34;339,34;339,34;
06-09-2016;240,29;276,06;276,06;280,87;284,15;342,31;279,8;301,76;241,4;216,86;197,65;259,24;259,24;240,9;342,31;342,36;342,36;
07-09-2016;229,03;255,75;255,75;268,96;270,29;306,57;268,96;274,1;220,87;210,52;183,91;247,95;247,95;234,77;306,57;314,44;314,44;
08-09-2016;240;288,96;288,96;292,5;292,5;325,74;290,14;292,5;230,16;217,11;185,81;264,07;264,07;233,72;325,74;326,62;326,62;
09-09-2016;233,41;273,27;273,27;288,8;288,86;367,13;288,8;293,17;212,7;212,46;179,5;261,68;261,68;231,65;367,13;367,89;367,89;
10-09-2016;224,2;254,65;254,65;254,65;254,65;284,1;248,36;254,69;216,18;216,18;177,22;251,17;251,17;225,06;284,1;313,99;313,99;
11-09-2016;213,85;231,53;231,53;231,53;231,53;231,53;250,2;251,05;217,89;217,89;185,53;229,93;229,93;217,81;231,53;289,85;289,85;
12-09-2016;237,97;279,38;279,38;284,7;284,7;323,96;281,37;284,7;234,35;220,68;185,71;269,18;269,18;232,65;323,96;326,21;326,21;
13-09-2016;239,17;285,19;285,19;285,19;285,19;347,15;275,08;285,19;220,97;220,97;185,88;281,29;281,29;232,69;332,63;332,63;332,63;
14-09-2016;240,98;278,34;278,34;278,34;283,44;360,06;254,19;283,44;219,11;219,11;191,46;278,32;278,32;230,83;341,66;341,66;341,66;
15-09-2016;239,79;273,26;273,26;273,26;275,96;325,71;255,57;275,96;216,59;216,59;194,49;269,21;269,21;226,95;325,71;325,71;325,71;
16-09-2016;228,47;255,75;255,75;255,75;255,75;307,65;230,51;255,75;213,87;213,87;188,91;254,64;254,64;226,37;307,65;307,65;307,65;
17-09-2016;222,65;244,39;244,39;244,39;244,39;251,21;239,67;244,39;221,09;221,09;190,24;244,39;244,39;221,22;251,21;252,14;252,14;
18-09-2016;219,46;246,64;246,64;246,64;246,64;246,64;228,6;246,64;211,38;211,38;194,47;246,64;246,64;219,16;246,64;260,22;260,22;
19-09-2016;259,57;322,12;322,12;322,12;322,12;324,65;321,64;322,49;222,08;222,08;215,38;304,93;304,93;235,38;324,65;334,67;334,67;
20-09-2016;252,33;315,72;315,72;315,72;319,54;316,41;320,76;321,5;222,48;222,48;222,4;294,43;294,43;235,96;316,41;338,35;338,35;
21-09-2016;253,45;292,29;292,29;292,29;297,37;315,93;324,62;326,24;225,6;225,6;225,51;292,29;292,29;241,09;315,93;325,7;325,7;
22-09-2016;245,48;290,37;290,37;290,37;318,38;324,6;301,24;319,8;222,3;222,3;222,3;290,37;290,37;235,55;324,6;368,65;368,65;
23-09-2016;237,82;274,8;274,8;274,8;283,06;311,05;264,46;294,48;218,84;218,84;218,84;274,8;274,8;231,24;311,05;340,46;340,46;
24-09-2016;226,24;255,19;255,19;255,19;255,19;257,04;252,01;276,41;217,83;217,68;217,68;255,19;255,19;220,29;257,04;316,96;316,96;
25-09-2016;214,58;233,76;233,76;233,76;233,76;234,93;207,26;247,86;207,35;204,88;204,88;233,76;233,76;217,17;234,93;288,25;288,25;
26-09-2016;248,14;283,66;283,66;283,66;316,78;328,5;332,71;414,49;230,85;220,43;220,43;283,66;283,66;229,98;328,5;339,62;339,62;
27-09-2016;237,4;267;267;267;284,82;315,94;269,24;376,51;218,14;217,59;217,59;267,13;267,13;229,5;315,94;316,83;316,83;
28-09-2016;209,66;215,45;215,45;215,45;215,45;267,06;190,8;240,81;198,14;197,58;197,58;228,63;228,63;227,27;267,06;271;271;
29-09-2016;211,4;214,61;214,61;214,61;214,61;276,97;178,34;229,19;209,6;190,48;190,48;225,86;225,86;223,36;276,98;278,73;278,73;
30-09-2016;211,52;222,3;222,3;222,3;222,3;277,34;203,83;289,92;221,52;199,71;199,71;222,78;222,78;227,44;277,34;282,76;282,76;
01-10-2016;227,99;242,43;242,43;242,43;257,23;270,52;267,72;291,36;240,28;216,87;215,12;242,92;242,92;220,95;270,52;307,42;307,42;
02-10-2016;231,37;248,04;248,04;248,04;250,05;270,68;269,68;273;244,8;218,95;218,95;248,04;248,04;223,97;270,68;284,56;284,56;
03-10-2016;246,56;266,68;266,68;266,68;266,68;365,51;243,51;272,84;265,86;231,68;229,57;267,81;267,81;235,48;365,51;366,93;366,93;
04-10-2016;246,94;271,38;271,38;271,38;271,38;338,55;266,13;272,33;271,38;231,37;229,73;273,79;273,79;234,11;338,55;338,55;338,55;
05-10-2016;247,52;274,24;274,24;274,24;274,24;310,78;236,92;265,54;274,14;233,92;233,92;283,21;283,21;236,09;310,79;311,36;311,36;
06-10-2016;254,64;291,15;291,15;291,15;291,15;354,55;225,09;280,61;259,83;240,99;241,17;298,53;298,53;233,86;354,55;357,46;354,12;
07-10-2016;259,94;295,8;295,8;295,8;295,8;351,27;252,18;335,88;263,13;246,11;245,61;299,12;299,12;237,32;351,27;374,7;374,7;
08-10-2016;260,42;288,32;288,32;288,32;288,32;288,32;258,57;288,32;253,8;253,8;253,8;297,5;297,5;238,98;288,32;331,91;331,91;
09-10-2016;265,48;286,98;286,98;286,98;286,98;286,98;263,93;286,58;263,67;260,07;260,07;300,41;300,41;241,35;286,98;304,38;304,38;
10-10-2016;296,46;438,42;438,42;438,42;438,42;438,42;380,57;438,42;304,24;264,28;264,18;332,09;332,09;248,64;438,42;441,82;441,82;
11-10-2016;292,5;332,18;332,18;332,18;347,48;332,18;269,66;348,26;325,79;266,95;266,95;332,2;332,2;248,81;332,18;359,76;359,76;
12-10-2016;299,97;356,22;356,22;356,22;356,22;356,22;312,36;356,22;352,7;266,61;266,61;356,96;356,96;249,76;356,22;356,22;356,22;
13-10-2016;303,07;382,99;382,99;382,99;382,99;382,99;281,82;335,07;381,21;270,33;270,33;385,15;385,15;246,98;382,99;382,99;382,99;
14-10-2016;284,71;321,62;321,62;321,62;321,62;322,91;252,14;269,03;294,33;264,8;271,4;321,62;321,62;248,8;322,91;326,14;326,14;
15-10-2016;268,77;278,12;278,12;278,12;278,12;278,12;233,61;271,24;274,23;267,49;268,47;286,76;286,76;243,73;278,12;278,12;278,12;
16-10-2016;278,37;286,92;286,92;286,92;286,92;286,92;283,66;301,75;278,4;278,19;278,4;287,52;287,52;244,3;286,92;286,92;286,92;
17-10-2016;298,03;324,63;324,63;324,63;351,86;324,63;285,11;378,64;277,7;277,7;277,7;325,94;325,94;253,05;324,63;351,43;351,86;
18-10-2016;313,57;332,82;332,82;332,82;370,73;334,26;326,08;371,94;290,24;290,24;290,24;334,7;334,7;258,27;334,26;369,49;370,73;
19-10-2016;318,5;342,8;342,8;342,8;369,49;345,91;315,21;367,85;294,11;293,01;294,11;347,92;347,92;258,26;345,91;368,83;369,49;
20-10-2016;330,41;359,38;359,38;359,38;360,29;359,38;323,82;357,8;302,83;301,85;302,83;366,41;366,41;252,8;359,38;359,38;360,29;
21-10-2016;316,2;346,05;346,05;346,05;346,05;346,05;297,3;345,23;317,04;297,3;302,73;350,58;350,58;252,46;346,05;346,91;346,91;
22-10-2016;306,45;315,38;315,38;315,38;315,38;315,38;300,84;315,75;307,33;300,84;307,33;327,6;327,6;248,68;315,38;315,38;315,38;
23-10-2016;306,96;315,42;315,42;315,42;315,42;315,42;310,93;315,42;307,11;303,57;307,11;328,32;328,32;249,89;315,42;315,42;315,42;
24-10-2016;342,21;362,93;362,93;362,93;362,93;362,93;362,4;362,82;312,94;312,94;312,94;369,08;369,08;259,04;362,93;362,93;362,93;
25-10-2016;368,17;461,63;461,63;461,63;461,63;461,63;467,48;467,62;317,93;317,85;317,93;463,21;463,21;262,71;461,63;461,63;461,63;
26-10-2016;360,07;401,21;401,21;401,21;401,21;401,21;357,25;400,19;318,43;318,43;318,43;401,21;401,21;280,33;401,21;401,21;401,21;
27-10-2016;335,11;352,13;352,13;352,13;352,13;352,13;325,67;351,28;317,63;316,43;317,63;352,13;352,13;276,42;352,13;353,06;353,06;
28-10-2016;302,14;310,18;310,18;310,18;310,18;310,33;289,96;302,74;302,74;295,92;303,72;310,25;310,25;266,59;310,33;310,33;310,33;
29-10-2016;295,02;293,33;293,33;293,33;293,33;293,33;292,39;292,39;296,6;296,6;296,6;293,33;293,33;291,09;293,33;293,33;293,33;
30-10-2016;323,71;327,61;327,61;327,61;327,93;327,61;327,67;327,94;320,63;319,41;319,41;327,61;327,61;294,52;327,61;327,61;327,61;
31-10-2016;371,18;396,72;396,72;396,72;396,72;396,72;389,01;390,3;336,34;336,14;336,34;396,22;396,22;302,75;396,72;396,72;396,72;
01-11-2016;328,14;346,3;346,3;346,3;346,3;346,3;316,71;346,3;335,76;316,71;325,1;348,33;348,33;280,54;346,3;346,3;346,3;
02-11-2016;338,11;348,37;348,37;348,37;348,37;348,37;343,27;348,37;347,44;335,33;335,99;348,79;348,79;289,69;347,62;347,62;347,62;
03-11-2016;378,51;411,59;411,59;411,59;411,59;411,59;410,78;411,59;408,32;350,97;351,5;401,72;401,72;289,9;411,59;411,59;411,59;
04-11-2016;362,98;378,81;378,81;378,81;378,81;378,81;375,02;378,81;354,38;349,06;352,18;379,45;379,45;284,62;378,81;378,81;378,81;
05-11-2016;349,78;354,67;354,67;354,67;354,67;354,67;353,21;354,67;354,67;353,21;354,54;356,63;356,63;279,04;354,67;354,67;354,67;
06-11-2016;334,97;347,25;347,25;347,25;347,25;347,25;322,69;344,98;347,25;326;342,55;360,64;360,64;280,86;347,25;347,25;347,25;
07-11-2016;386,35;409,83;409,83;409,83;409,83;409,83;372,88;409,83;409,83;372,88;380,96;422,46;422,46;295,93;406,27;405,96;405,96;
08-11-2016;434,85;495,37;495,37;495,37;495,37;495,37;490,39;495,37;485,72;373,16;376,89;496,96;496,96;298,31;486,46;464,41;464,41;
09-11-2016;424,05;455,22;455,22;455,22;455,22;455,22;434,57;455,22;455,22;400,45;408,54;457,44;457,44;300,5;450,12;438,86;438,86;
10-11-2016;429,2;499,85;499,85;499,85;499,85;499,85;477,21;499,85;432,06;363,41;370,78;500,46;500,46;314,24;493,22;485,65;485,65;
11-11-2016;415,09;501,78;501,78;501,78;501,78;501,78;431,88;501,78;444,32;363,86;372,37;501,78;501,78;314,5;498,1;443,52;443,52;
12-11-2016;365,7;393,14;393,14;393,14;393,14;393,14;345,62;393,14;361,13;345,52;361,13;393,99;393,99;295,35;393,14;393,14;393,14;
13-11-2016;353,82;372,41;372,41;372,41;372,41;372,41;338,47;372,41;354,77;338,41;354,77;384,8;384,8;287,68;370,9;367,54;367,54;
14-11-2016;363,28;389,69;389,69;389,69;389,69;389,97;331,73;389,69;358,7;332,89;358,7;394,83;394,83;294,45;386,25;385,4;385,4;
15-11-2016;355,22;374,26;374,26;374,26;374,26;375,42;329,52;374,26;365,52;329,53;358,16;379,82;379,82;290,93;373,49;372,1;372,1;
16-11-2016;357,17;387,99;387,99;387,99;387,99;387,99;337,09;387,99;368,32;328,6;353,55;388,62;388,62;286,94;384,16;381,21;381,21;
17-11-2016;338,32;361,14;361,14;361,14;361,14;361,14;288,18;361,14;338,44;317,5;335,96;377,88;377,88;281,41;360,24;359,37;359,3;
18-11-2016;327,43;339,38;339,38;339,38;339,38;343,71;219,55;339,38;337,29;308,04;334,9;366,92;366,92;285,21;343,71;342,58;342,58;
19-11-2016;318;315,1;315,1;315,1;315,1;315,1;271,81;315,1;321,93;315,87;321,77;356,7;356,7;281,76;315,1;315,1;315,1;
20-11-2016;311,51;323,28;323,28;323,28;323,28;323,28;133,91;323,28;325,15;304,59;325,02;352,77;352,77;284,26;323,28;323,28;323,28;
21-11-2016;339,89;318,59;318,59;318,59;318,59;318,59;292,12;316;337,98;332,68;337,98;373,19;373,19;296,27;318,59;318,59;318,59;
22-11-2016;347,04;355,37;355,37;355,37;355,37;355,37;322,23;355,37;331,56;327,35;331,56;384,69;384,69;290,96;355,37;355,37;355,37;
23-11-2016;347,18;358,54;358,54;358,54;360,9;358,54;331,54;360,9;330,8;328,58;328,71;374,58;374,58;299,12;358,54;358,54;360,9;
24-11-2016;344,98;357;357;357;359,83;357;339,48;359,83;326,59;326,27;326,59;368;368;301,46;357;357;359,83;
25-11-2016;335,38;350,27;350,27;350,27;375,44;353,24;332,79;376,27;328,92;324,41;325,39;348,63;348,63;298,61;353,24;353,24;375,44;
26-11-2016;295,33;295,55;295,55;295,55;295,55;295,55;291,82;295,55;300,32;296,6;300,32;295,55;295,55;280,93;295,55;295,55;295,55;
27-11-2016;295,72;280,07;280,07;280,07;280,07;280,07;279,8;280,07;301,41;301,14;301,41;309,48;309,48;276,58;280,07;280,07;280,07;
28-11-2016;355,35;375,66;375,66;375,66;375,66;375,66;367,65;373,55;379,41;328,45;328,73;368,69;368,69;297,1;374,5;374,5;374,5;
29-11-2016;336,04;356,38;356,38;356,38;356,38;356,38;312,32;356,38;355,56;312,61;330,09;358,37;358,37;279,48;355,6;355,6;355,6;
30-11-2016;313,21;318,26;318,26;318,26;318,26;318,26;289,95;318,26;326,65;299,9;315,37;330,91;330,91;269,11;318,26;318,26;318,26;
01-12-2016;307,89;327,43;327,43;327,43;327,43;327,43;243,07;291,53;327,21;293;310,34;335,63;335,63;268,07;327,43;327,43;327,43;
02-12-2016;320,63;330,82;330,82;330,82;330,82;330,82;277,4;302,13;324,4;310,94;312,76;343,65;343,65;265,46;330,82;330,82;330,82;
03-12-2016;322,41;339,56;339,56;339,56;339,56;339,56;314,57;339,56;315,83;313,29;313,29;343,14;343,14;254,09;339,56;339,56;339,56;
04-12-2016;307,95;315,17;315,17;315,17;315,17;315,17;309,69;315,17;307,68;307,62;307,68;315,17;315,17;246,85;315,17;315,17;315,17;
05-12-2016;313,32;328,56;328,56;328,56;328,56;328,56;311,36;328,56;302,84;300,93;302,84;329,33;329,33;260,35;328,13;330,19;330,19;
06-12-2016;376,32;472,47;472,47;472,47;483,3;472,47;472,47;483,3;405,85;299,72;303,78;383,59;383,59;264,75;472,16;473,02;473,02;
07-12-2016;301,27;322,01;322,01;322,01;323,43;322,01;283,05;322,6;309,55;283,9;294,6;321,92;321,92;259,48;322,04;330,09;330,09;
08-12-2016;277,59;278,08;278,08;278,08;278,08;339,9;242,62;250,28;277,96;269,59;273,97;278,08;278,08;256,7;339,9;339,9;339,9;
09-12-2016;275,02;282,11;282,11;282,11;282,11;307,78;265,44;282,11;270,62;266,36;266,36;282,11;282,11;251,15;307,78;313,09;313,09;
10-12-2016;269,78;282,27;282,27;282,27;282,27;282,27;251,45;271,93;275,61;263,9;264,17;282,27;282,27;249,84;282,27;284,6;284,6;
11-12-2016;270,19;284,16;284,16;284,16;284,16;284,16;257;282,33;274,91;265,34;266,29;284,16;284,16;250,89;284,16;284,16;284,16;
12-12-2016;326,7;384,68;384,68;384,68;384,68;384,68;364,76;384,27;369,15;278,98;278,98;335,56;335,56;259,55;384,68;384,68;384,68;
13-12-2016;303,67;314,66;314,66;314,66;349,98;342,57;312,28;349,98;311,38;285,26;285,26;299,35;299,35;260,09;342,57;342,17;352,39;
14-12-2016;328,81;365,87;365,87;365,87;389,18;392,88;363,16;389,18;297,53;290,4;289,21;318,94;318,94;260,34;392,88;392,61;393,32;
15-12-2016;320,08;360,4;360,4;360,4;403,25;402,49;302,52;403,25;357,29;290,23;290,28;335,71;335,71;258,5;402,49;402,49;405,3;
16-12-2016;328,43;392,32;392,32;413,7;417,32;413,7;361,52;417,32;402,35;286,46;286,46;358,79;358,79;251,98;413,7;413,7;417,32;
17-12-2016;295,17;314,69;314,69;314,69;321,55;314,69;301,36;321,55;307,73;287,82;287,18;301,77;301,77;242,92;314,69;317,42;321,55;
18-12-2016;286,2;297,25;297,25;297,25;306,85;297,25;290;306,85;291,28;280,72;280,16;287,53;287,53;243,7;297,25;297,25;306,85;
19-12-2016;298,33;307,21;307,21;307,21;339,31;311,8;307,21;339,31;306,19;285,9;285,9;285,9;285,9;261,5;311,8;311,8;339,31;
20-12-2016;288,97;294,33;294,33;294,33;373,16;294,95;293,22;373,16;293,29;280,19;280,19;286,21;286,21;265,72;294,95;294,95;373,16;
21-12-2016;269,29;270,12;270,12;270,12;270,12;278,16;268,71;332,28;270,12;268,71;269,34;270,12;270,12;262,16;278,16;278,16;279,38;
22-12-2016;264,23;265,31;265,31;265,31;331,37;272,91;263,2;331,37;265,84;263,46;263,46;263,18;263,18;255,28;276,64;301,69;333,62;
23-12-2016;253,5;248,3;248,3;248,3;248,3;249,74;238,14;242,35;257,88;257,88;257,88;251,15;251,15;250,49;249,74;252,18;252,18;
24-12-2016;232,86;198,02;198,02;198,02;198,02;198,02;60,12;95,85;255,93;255,93;255,93;225,39;225,39;225,39;198,02;198,02;198,02;
25-12-2016;226,9;196,05;196,05;196,05;196,05;196,05;-22,58;-18,83;257,63;257,63;257,63;223,59;223,59;224,21;196,05;196,05;196,05;
26-12-2016;223,28;206,48;206,48;206,48;206,48;206,48;-57,13;-57,13;256,19;256,19;256,19;206,48;206,48;222,13;206,48;206,48;206,48;
27-12-2016;242,6;232,35;232,35;232,35;232,35;235,5;43,46;88,73;257,98;257,95;257,98;247,99;247,99;245,25;235,5;235,5;235,5;
28-12-2016;278,55;283,62;283,62;283,62;293,76;293,76;270,66;286,1;281,49;274,46;274,58;271,16;271,16;255,06;293,76;293,76;293,76;
29-12-2016;275,03;276,98;276,98;276,98;278,33;289,76;272,94;278,33;276,98;272,94;273,89;273,89;273,89;255,93;289,76;289,76;289,76;
30-12-2016;264,65;261,78;261,78;261,78;261,78;267,09;261,76;261,78;266,87;266,86;266,87;261,78;261,78;260,14;267,09;267,09;267,09;
31-12-2016;243,26;212,42;212,42;212,42;212,42;212,42;212,42;212,42;256,43;256,43;256,43;232,43;232,43;232,43;212,42;212,42;212,42;
