;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Troms›;EE;LV;LT;FRE
27-07-2015;87,06;83,21;83,21;83,21;83,21;217,66;95,1;95,1;83,21;83,21;83,21;83,21;83,21;83,21;217,66;411,93;411,93;
28-07-2015;89,37;83,55;83,55;83,55;83,55;309,84;95,18;95,18;83,55;83,55;83,55;83,55;83,55;83,55;309,84;428,36;428,36;
29-07-2015;71,86;68,86;68,86;68,86;68,86;244,8;68,86;68,86;68,86;68,86;68,86;68,86;68,86;68,86;244,8;446,5;446,5;
30-07-2015;67,28;64,41;64,41;64,41;64,41;233,1;68,2;68,2;64,41;66,21;64,41;64,41;64,41;64,19;233,1;411,64;411,64;
31-07-2015;57,47;55,37;55,37;55,37;55,37;186,14;56,62;56,62;55,37;56,62;55,37;55,37;55,37;55,37;186,14;382,71;382,71;
01-08-2015;60,32;56,67;56,67;56,67;56,67;56,67;126,03;126,03;58,99;74,77;58,99;56,67;56,67;56,67;56,67;347,98;347,98;
02-08-2015;67,74;61,75;61,75;61,75;61,75;61,75;115,41;115,41;62,37;78,88;62,37;61,75;61,75;61,75;61,75;363,39;363,39;
03-08-2015;83,35;70,32;70,32;117,47;117,47;242,49;117,47;117,75;84,03;84,03;84,03;70,32;70,32;70,32;247,77;397,41;397,41;
04-08-2015;77,19;65,2;65,2;121,4;121,4;285,79;121,4;121,4;78,03;78,03;78,03;65,2;65,2;65,2;291,06;405,06;405,06;
05-08-2015;81,33;69,28;69,28;137,98;137,98;265,88;212,49;212,49;78,33;78,45;78,33;69,28;69,28;69,28;265,88;414,74;414,74;
06-08-2015;77,88;77,19;77,19;135,67;135,67;221,67;135,67;135,67;74,06;74,06;68,05;74,39;74,39;74,39;221,67;426,78;426,78;
07-08-2015;74,91;76,06;76,06;76,06;76,06;255,01;230,91;230,91;72,51;76,29;53,3;76,06;76,06;76,06;255,01;430,54;430,54;
08-08-2015;57,32;52,17;52,17;52,17;52,17;102,88;79,09;213,76;52,17;79,09;51,93;52,17;52,17;52,17;109,83;408,54;408,54;
09-08-2015;71,05;63,26;63,26;63,26;63,26;246,62;117,24;205,47;63,26;90,1;55,61;63,26;63,26;63,26;250,15;401,36;401,36;
10-08-2015;105,67;81,15;81,15;159,6;159,6;355,37;386,4;391,87;87,58;92,49;57,6;81,15;81,15;81,15;355,37;465,71;465,71;
11-08-2015;94,4;76,51;76,51;81,28;81,28;329,16;334,92;373,63;81,28;93,77;78,42;76,51;76,51;74,46;329,16;505,63;505,63;
12-08-2015;105,68;108,44;108,44;108,44;108,44;377,54;328,05;328,36;88,1;98,66;84,85;80,33;80,33;77,41;377,54;548,04;548,04;
13-08-2015;115,32;87,85;87,85;320,58;320,58;348,61;342,34;361;102,97;106,62;94,27;87,85;87,85;87,85;348,61;518,89;518,89;
14-08-2015;98,2;91,9;91,9;92,05;92,05;305,37;88,6;195,11;92,36;92,66;92,34;91,9;91,9;88,43;305,37;465,74;465,74;
15-08-2015;100,21;96,37;96,37;96,37;96,37;248,6;218,78;252,49;96,37;102,21;96,37;96,37;96,37;79,25;248,6;401,63;401,63;
16-08-2015;101,92;100,77;100,77;100,77;100,77;117,05;128,14;241,57;100,77;104,14;100,77;100,77;100,77;82,39;117,05;399,98;399,98;
17-08-2015;108,7;103,95;103,95;104,67;104,67;337,17;104,67;104,67;104,67;104,67;104,67;103,95;103,95;94,55;337,17;409,41;409,41;
18-08-2015;118,01;110,91;110,91;110,91;110,91;332,28;110,81;110,91;110,81;110,81;110,81;110,93;110,93;96,76;332,28;399,09;399,09;
19-08-2015;162,1;211,83;211,83;279,5;279,5;369,51;279,5;279,89;125,22;125,22;125,22;198,62;198,62;84,83;369,51;416,93;416,93;
20-08-2015;196,18;313,48;313,48;313,48;313,48;355,95;313,48;314,25;150,43;150,43;148,72;229,98;229,98;102,82;355,95;455,04;455,04;
21-08-2015;184,35;205,34;205,34;228,99;228,99;372,15;237,75;238,23;150,48;150,48;150,48;199,48;199,48;157,55;372,15;446,8;446,8;
22-08-2015;161,63;179,18;179,18;179,18;179,18;288,53;186,28;186,28;137,98;137,98;137,98;179,18;179,18;179,18;288,53;392,33;392,33;
23-08-2015;150,84;158,01;158,01;158,01;158,01;299,57;144,79;158,01;141,31;141,31;141,31;158,01;158,01;138,82;299,57;418,65;418,65;
24-08-2015;187,1;216,1;216,1;216,1;216,1;447,02;211,96;216,1;144,9;144,9;138,14;213,61;213,61;177,32;447,02;476,47;476,47;
25-08-2015;170,86;196,53;196,53;196,53;196,53;348,96;193,16;196,53;132,73;132,73;128,83;189,6;189,6;155,72;348,96;419,95;419,95;
26-08-2015;172,14;226,09;226,09;226,09;226,09;339,99;226,09;226,09;128,02;128,02;128,02;226,09;226,09;149,92;339,99;417,43;417,43;
27-08-2015;152,39;167,52;167,52;167,52;167,52;345,05;167,24;167,52;111,12;111,12;111,12;167,52;167,52;164,62;345,05;416,54;416,54;
28-08-2015;151,34;173,93;173,93;173,93;173,93;290,32;245,87;245,87;104,88;104,88;104,88;173,93;173,93;165,14;290,32;401,49;401,49;
29-08-2015;129,96;155,51;155,51;155,51;155,51;248,03;199,27;204,76;110,72;110,72;110,72;155,51;155,51;155,51;248,03;381,93;381,93;
30-08-2015;141,94;178,63;178,63;178,63;178,63;293,18;238,16;238,16;104,62;104,62;104,62;178,58;178,58;173,42;293,18;409,03;409,03;
31-08-2015;167,84;292,62;292,62;292,62;292,62;382,15;292,01;298,35;109,58;109,58;109,58;227,59;227,59;185,94;382,15;428,9;428,9;
01-09-2015;153,54;273,8;273,8;273,8;273,8;334,5;255,01;277,25;94,45;94,45;94,45;185,98;185,98;167,18;334,5;404,96;404,96;
02-09-2015;150,62;174,77;174,77;174,77;174,77;308,83;106,24;174,77;102,2;102,2;102,2;174,47;174,47;169,62;308,83;384,05;384,05;
03-09-2015;165,62;349,34;349,34;349,34;388,16;359,03;207,24;388,83;98,44;98,44;98,44;210,88;210,88;200,76;344,47;396,45;396,45;
04-09-2015;179,12;244,21;244,21;244,21;309,96;316,28;258,32;326,67;109,61;109,61;109,61;243,16;243,16;209,13;316,28;409,35;409,35;
05-09-2015;139,94;173,37;173,37;173,37;173,37;223,16;100,01;173,37;95,25;95,25;95,25;175,23;175,23;175,23;223,16;340,96;340,96;
06-09-2015;102,02;132,42;132,42;132,42;132,42;180,03;48,24;132,42;69,79;69,79;69,79;167,26;167,26;166,96;180,03;372,83;372,83;
07-09-2015;190,39;236,09;236,09;236,09;284,8;283;256,9;284,8;139,5;139,5;139,5;210,9;210,9;200,29;283;381,51;381,51;
08-09-2015;199,21;212,15;212,15;212,15;296,06;341,96;283,09;296,91;143,84;143,84;143,84;212,15;212,15;210,5;341,96;402,76;402,76;
09-09-2015;199,21;238,36;247,1;253,52;296,97;343,9;298,15;298,15;135,93;135,93;135,93;247,1;247,1;208,29;343,9;407,1;407,1;
10-09-2015;200,97;238,7;270,08;270,08;290,55;351,97;281,41;290,55;123,74;123,74;123,74;221,75;221,75;214,73;351,97;423,59;423,59;
11-09-2015;184,49;224,06;224,06;224,06;224,06;316,53;173,85;224,06;118,55;118,55;118,55;203,82;203,82;203,26;316,53;405,27;405,27;
12-09-2015;151,8;193,42;193,42;193,42;193,42;240,55;137,08;214,15;118,66;118,66;118,66;193,42;193,42;193,42;240,55;345,13;345,13;
13-09-2015;157,52;190,41;190,41;190,41;190,41;219,9;176,54;195;126,72;126,72;126,72;190,41;190,41;190,41;219,9;348,07;348,07;
14-09-2015;177,79;181,88;181,88;181,88;181,88;317,08;173,81;184,45;136,19;136,19;136,19;185,68;185,68;184,46;317,08;368,34;368,34;
15-09-2015;172,11;172,02;172,02;172,02;172,02;351,67;142,99;172,02;126,85;126,85;126,85;194,93;194,93;194,07;351,67;384,13;384,13;
16-09-2015;188,15;242,61;242,61;257,28;257,28;384,44;185,47;257,28;121,4;121,4;121,4;204,37;204,37;204,18;384,44;401,19;401,19;
17-09-2015;173,18;178,58;178,58;178,58;178,58;342,97;140,13;178,58;129,38;129,38;129,38;205,9;205,9;187,21;342,97;462,54;462,54;
18-09-2015;135,08;148,39;148,39;148,39;148,39;165,34;138,39;155,06;106,26;106,26;106,26;200,52;200,52;184,11;165,34;419,44;419,44;
19-09-2015;122,08;145,2;145,2;145,2;145,2;178,92;153,65;153,65;101,79;101,79;101,79;145,2;145,2;145,2;178,92;383,09;383,09;
20-09-2015;137,32;157,66;157,66;157,66;157,66;237,84;150,03;157,66;118,43;118,43;118,43;157,66;157,66;157,66;237,84;394,08;394,08;
21-09-2015;192,44;206,96;206,96;206,96;206,96;354,69;301,35;237,86;128,1;128,1;128,1;209,58;209,58;209,05;354,69;444,06;444,06;
22-09-2015;171;183,95;183,95;183,95;183,95;302,25;199,57;204,62;123,25;123,25;123,25;201,16;201,16;201,11;302,25;463,43;463,43;
23-09-2015;174,5;186,67;186,67;186,67;186,67;267,04;336,44;299,77;123,39;123,39;123,39;202,93;202,93;202,68;267,04;445,88;445,88;
24-09-2015;153,98;170,95;170,95;170,95;170,95;278,32;166,41;255,58;122,72;122,72;122,72;184,93;184,93;183,58;278,32;499,01;499,01;
25-09-2015;144,74;145,13;145,13;145,13;145,13;295,77;145,13;301,45;127,87;127,87;127,87;170,65;170,65;170,65;295,77;502,32;502,32;
26-09-2015;138,77;135,5;135,5;135,5;135,5;290,87;135,5;205;134,03;134,03;134,03;138;138;138;290,87;407,23;407,23;
27-09-2015;140,47;141,25;141,25;141,25;141,25;243,7;163,7;163,7;137,77;137,77;137,77;142,84;142,84;142,84;243,7;387,19;387,19;
28-09-2015;169,48;180,37;180,37;180,37;180,37;353,56;279,87;279,87;139,42;139,42;139,42;180,37;180,37;177,97;353,56;450,14;450,14;
29-09-2015;158,5;168,56;168,56;168,56;168,56;353,23;277,31;280,65;133,67;133,67;133,67;168,56;168,56;168,08;353,23;460,49;460,49;
30-09-2015;144,48;142,42;142,42;142,42;142,42;330,23;258,59;297,23;127,02;127,02;127,02;142,42;142,42;142,42;330,23;475,9;475,9;
01-10-2015;128,59;123,21;123,21;123,21;123,21;277,08;200,6;224,75;123,16;123,16;123,16;124,05;124,05;124,05;277,08;443,21;443,21;
02-10-2015;111,02;102,93;102,93;102,93;102,93;267,9;211,91;211,91;102,93;102,93;102,93;102,93;102,93;102,93;267,9;399,22;399,22;
03-10-2015;120,28;118,62;118,62;118,77;118,77;159,4;211,55;211,55;118,77;118,77;118,77;118,62;118,62;118,62;232,1;315,94;315,94;
04-10-2015;127,75;123,2;123,2;126,5;126,5;146,54;234,64;234,64;126,5;126,5;126,5;123,2;123,2;123,2;238,39;282,82;282,82;
05-10-2015;151,8;155,01;155,01;155,01;215,36;305,42;291,5;291,5;138,12;138,12;138,12;155,01;155,01;144,23;305,42;464;464;
06-10-2015;130;124,44;124,44;124,44;124,44;302,86;124,44;124,44;124,44;124,44;124,44;126,25;126,25;126,15;302,86;438,72;438,72;
07-10-2015;146,58;135,89;135,89;135,89;135,89;565,76;135,89;135,89;135,89;135,89;135,89;141,06;141,06;141,06;565,76;603,2;603,2;
08-10-2015;182,92;168,87;168,87;169,96;169,96;616,05;186,21;186,21;169,96;169,96;169,96;168,87;168,87;168,87;616,05;894,18;894,18;
09-10-2015;200,9;183,17;183,17;236,21;236,21;518,22;301,44;301,44;189,17;189,17;189,17;183,17;183,17;182,76;518,22;639,7;639,7;
10-10-2015;190,36;187,55;187,55;188,94;188,94;296,03;188,94;188,94;188,94;188,94;188,94;187,55;187,55;187,55;296,03;579,44;579,44;296,03
11-10-2015;185,73;184,95;184,95;184,95;184,95;218,03;184,95;185,34;184,95;184,95;184,95;184,95;184,95;184,95;218,03;595,3;595,3;218,03
12-10-2015;212,05;226,97;226,97;226,97;241,28;363,41;228,44;241,28;203,56;203,56;203,56;226,97;226,97;194,43;365,46;637,92;637,92;
13-10-2015;210,37;198,6;198,6;241,26;241,26;286,42;241,26;241,26;208,55;208,55;208,55;198,6;198,6;196,16;286,58;651,98;651,98;
14-10-2015;215,02;207,34;207,34;220,51;220,51;294,53;220,51;220,51;220,51;220,51;220,51;207,34;207,34;195,35;294,53;1065,44;1065,44;
15-10-2015;218,19;213,38;213,38;217,75;217,75;268,83;217,75;217,75;217,91;217,91;217,91;213,38;213,38;213,38;268,83;603,6;603,6;
16-10-2015;220,7;216,54;216,54;219,91;219,91;297,1;219,91;219,91;219,91;219,91;219,91;216,54;216,54;216,52;297,1;718,28;718,28;
17-10-2015;214,35;214,52;214,52;214,68;214,68;214,68;214,68;214,68;214,68;214,68;214,68;214,52;214,52;212,88;214,68;548,26;548,26;214,68
18-10-2015;218,99;220,75;220,75;220,75;225,51;220,75;226,11;226,11;220,66;220,66;220,66;220,75;220,75;210,11;220,75;506,02;506,02;220,75
19-10-2015;281,65;339,33;339,33;339,33;362,35;349;362,66;363,43;248,35;248,35;248,35;334,72;334,72;198,69;352,55;434,72;434,72;
20-10-2015;279,93;339,69;339,69;342,86;402,78;345,41;380,16;406,19;244,24;244,24;244,24;326,9;326,9;200,64;355,2;450,55;450,55;
21-10-2015;232,49;236,72;236,72;240,38;311,3;288,54;254,9;311,3;233,5;233,5;233,5;236,69;236,69;206,97;305,67;461,93;461,93;
22-10-2015;220,77;220,3;220,3;220,3;220,3;290,93;220,3;220,3;220,96;220,96;220,96;220,3;220,3;210,54;294,97;723,52;723,52;
23-10-2015;221,61;216,26;216,26;216,26;216,26;311,96;217,68;217,68;223,1;223,1;223,1;216,26;216,26;208,89;316,79;539,92;539,92;
24-10-2015;220,55;221,44;221,44;221,44;221,44;221,44;221,44;221,44;221,44;221,44;221,44;221,44;221,44;212,38;290,14;377,39;377,39;221,44
25-10-2015;213,2;212,42;212,42;212,42;212,42;212,42;212,69;212,69;214,71;214,71;214,71;212,42;212,42;207,32;241,32;340,27;340,27;212,42
26-10-2015;246,12;268,62;268,62;324,13;332,83;325,7;324,13;332,83;237,15;237,15;237,15;252,42;252,42;217,31;333,48;430,54;430,54;
27-10-2015;247,31;254,64;254,64;291,32;294,3;321;286,07;294,3;240,74;240,74;240,74;254,64;254,64;223,59;327,25;426,26;426,26;
28-10-2015;247,8;251,62;251,62;251,62;251,62;372,21;251,56;251,62;243,04;243,04;243,04;251,62;251,62;230,35;372,21;422,96;422,96;
29-10-2015;277,24;275,95;275,95;336,83;407;387,61;416,09;416,09;246,09;246,09;246,09;275,1;275,1;229,57;387,61;453,01;453,01;
30-10-2015;256,44;251,67;251,67;333,84;341,59;364,07;334,58;346,24;247,41;247,41;247,41;249,65;249,65;227,11;373,69;424,71;424,71;
31-10-2015;233,88;234,5;234,5;234,5;234,5;235,94;234,5;234,5;234,5;234,5;234,5;234,5;234,5;231,07;337,69;363,27;363,27;235,94
01-11-2015;229,01;228,92;228,92;228,97;228,97;228,97;238,72;238,72;229,97;229,97;229,97;228,64;228,64;225,02;292,23;352,04;352,04;228,97
02-11-2015;237,36;230,83;230,83;237,61;253,84;282,18;302,78;306,59;237,85;237,85;237,85;230,7;230,7;227,74;406,22;417,63;417,63;
03-11-2015;241,4;238,29;238,29;239,32;284,09;312,13;305,54;305,54;239,44;239,44;239,44;233,89;233,89;225,67;402,75;440,13;440,13;
04-11-2015;241,26;236,36;236,36;247,78;279,15;255,14;281,13;288,21;240,76;240,76;240,76;236,36;236,36;224,51;283,05;425,68;425,68;255,14
05-11-2015;243,06;252,05;252,05;252,05;252,05;391,56;252,05;252,05;237,33;237,33;237,33;234,93;234,93;209,69;402,39;482,69;482,69;
06-11-2015;239,85;239,62;239,62;239,62;239,62;340,07;240,64;248,53;234,26;234,26;234,26;235,57;235,57;212,89;343,46;449,08;449,08;
07-11-2015;214,66;213,15;213,15;213,15;213,15;275,78;210,8;210,8;214,42;214,42;214,42;213,15;213,15;203,47;275,78;435,95;435,95;275,78
08-11-2015;209,09;206,46;206,46;206,46;206,46;272,01;148,41;148,41;213,08;213,08;213,08;205,96;205,96;195,25;272,01;372,84;372,84;272,01
09-11-2015;213,49;210,5;210,5;210,5;210,5;337,11;203,46;206,66;211,69;211,69;211,69;211,12;211,12;190,84;337,11;458,84;458,84;
10-11-2015;211,13;206,79;206,79;206,79;206,79;320,06;200,94;200,94;211,81;211,81;211,76;206,79;206,79;182,33;320,06;437,5;437,5;
11-11-2015;225,81;227,01;227,01;227,01;227,01;317,93;227,01;227,01;224,69;224,69;224,69;227,01;227,01;198,24;317,93;418,24;418,24;
12-11-2015;224,23;224,7;224,7;224,7;224,7;313,2;224,7;224,7;223,27;223,27;223,27;224,7;224,7;203,68;313,2;433,89;433,89;
13-11-2015;216,82;216,87;216,87;216,87;216,87;291,86;216,87;216,87;216,87;216,87;216,87;216,9;216,9;204,12;291,86;403,32;403,32;
14-11-2015;193,33;192,87;192,87;192,87;192,87;198,76;192,87;192,87;193,75;193,75;193,75;193,64;193,64;191,04;198,76;406,47;406,47;198,76
15-11-2015;211,88;213,43;213,43;213,43;213,43;213,43;213,43;215;213,29;213,29;213,29;213,43;213,43;204,25;213,43;391,43;391,43;213,43
16-11-2015;223,74;222,62;222,62;222,62;222,62;306,48;222,62;222,62;222,62;222,62;222,62;222,62;222,62;211,76;306,48;479,48;479,92;
17-11-2015;230,52;232,57;232,57;232,57;232,57;295,66;232,57;232,64;228,78;228,78;228,78;232,57;232,57;209,96;295,66;421,61;433,9;
18-11-2015;224,78;223,37;223,37;223,37;223,37;295,08;223,36;224,03;223,37;223,37;223,37;223,37;223,37;209,08;295,08;433,89;433,89;
19-11-2015;228,54;226,78;226,78;226,78;226,78;325,64;203,02;203,02;226,67;226,67;226,67;226,78;226,78;213,53;325,64;419,99;419,99;
20-11-2015;254,07;247,82;247,82;251,93;251,93;315,8;252,43;251,93;251,93;245,1;245,1;247,45;247,45;218,55;315,8;424,63;424,63;
21-11-2015;229,23;228,67;228,67;229,01;229,01;236,75;229,01;229,01;229,01;228,78;228,78;228,67;228,67;224,93;236,75;419,33;419,33;236,75
22-11-2015;224,95;225,37;225,37;225,37;225,37;228,77;224,37;225,37;225,37;224,38;224,38;225,37;225,37;224,03;228,77;388,68;388,68;228,77
23-11-2015;379,93;249,27;249,27;570,2;570,2;584,89;436,68;570,2;352,28;325,6;325,6;237,55;237,55;225,42;584,89;615,11;615,11;
24-11-2015;237,14;230,95;230,95;234,05;234,05;339,82;234,05;234,05;234,05;234,05;234,05;224,08;224,08;224;339,82;438,88;439,73;
25-11-2015;285,61;259,64;259,64;299,8;302,46;303,46;299,8;302,46;282,86;282,86;282,86;236,23;236,23;223,61;303,46;401,37;401,37;
26-11-2015;259,06;231,55;231,55;305,92;306,5;307,95;304,99;306,5;304,87;242,8;242,8;229,03;229,03;221,52;307,95;402,47;412,71;
27-11-2015;208,22;206,92;206,92;206,92;206,92;285,8;206,92;206,92;206,92;206,92;206,92;206,92;206,92;206,92;285,8;434,93;434,93;
28-11-2015;190,48;190,47;190,47;190,47;190,47;190,47;187,16;190,47;190,6;190,6;190,6;190,47;190,47;190,47;190,47;328,62;328,62;
29-11-2015;180,35;182,38;182,38;182,38;182,38;182,38;116,99;182,38;182,38;182,38;182,38;183,09;183,09;183,09;182,38;387,85;387,85;
30-11-2015;209,25;207,53;207,53;207,53;207,53;279,28;170,45;174,52;209,71;209,66;209,66;208,1;208,1;201,51;279,28;406,17;406,17;
01-12-2015;219,42;212,62;212,62;220,78;220,78;309,79;218,09;220,78;220,79;217,8;217,8;213,64;213,64;206,16;309,79;385,29;385,29;
02-12-2015;232,96;248,44;248,44;248,44;248,44;368,76;220,78;248,44;224,39;220,78;220,78;248,44;248,44;207,44;368,76;419,59;419,59;
03-12-2015;224,38;212,42;212,42;235,58;235,58;303,65;233,5;235,58;235,58;233,5;233,5;212,42;212,42;197,04;303,65;403,91;403,91;
04-12-2015;189,66;188,04;188,04;188,04;188,04;271,31;188,04;188,04;188,04;188,04;188,04;190,24;190,24;186,33;271,31;376,16;376,16;
05-12-2015;148,7;141;141;141;141;141;141;141;141;141;141;171,38;171,38;171,38;141;312,87;312,87;
06-12-2015;118,77;105,54;105,54;105,54;105,54;105,54;104,97;105,54;105,54;105,54;105,54;173,3;173,3;173,3;105,54;251,8;251,8;
07-12-2015;196,5;182,88;182,88;217,58;227,21;264,76;217,58;227,21;216,1;216,1;216,1;191,75;191,75;182,43;264,76;393,34;393,34;
08-12-2015;204,42;219,4;219,4;219,4;219,4;292,63;199,72;219,4;199,72;199,72;199,72;220,13;220,13;183,78;292,63;409,99;409,99;
09-12-2015;186,08;182,76;182,76;182,76;182,76;291,64;182,76;182,76;182,76;182,76;182,76;190,56;190,56;183,44;291,64;404,99;404,99;
10-12-2015;177,34;171,85;171,85;171,85;171,85;277,7;171,85;171,85;171,85;171,85;171,85;185,32;185,32;183,6;277,7;400,63;400,63;
11-12-2015;189,89;186,42;186,42;186,42;186,42;348,41;186,42;186,42;186,42;186,42;186,42;189,71;189,71;183,74;348,41;369,12;369,12;
12-12-2015;189,16;188,17;188,17;188,17;188,17;257,86;188,11;188,17;188,17;188,17;188,17;190,47;190,47;189,43;257,86;317,92;317,92;
13-12-2015;208,98;211,85;211,85;224,65;224,65;244,78;221,38;224,65;203,07;203,07;203,07;211,85;211,85;193,02;244,78;366,63;366,63;
14-12-2015;323,62;287,87;287,87;367,06;367,06;385,4;365,76;367,06;279,12;266,31;236,56;260,15;260,15;198,03;385,4;419,15;419,77;
15-12-2015;265,99;211,79;211,79;361,19;361,62;368,86;361,19;361,62;205,71;205,71;205,71;209,83;209,83;188,58;368,86;427,36;427,36;
16-12-2015;286,58;264,86;264,86;331,14;331,14;345,18;322,59;331,14;209,67;209,67;209,67;260,02;260,02;188,25;345,18;427,37;427,37;
17-12-2015;255,76;265,39;265,39;279,02;279,02;336,54;275,4;279,02;197,47;197,47;197,47;264,94;264,94;176,22;336,54;420,2;420,2;
18-12-2015;175,04;172,01;172,01;172,01;172,01;282,18;172,01;172,01;172,01;172,01;172,01;172,01;172,01;167,93;282,18;416,85;416,85;
19-12-2015;147,88;147,75;147,75;147,75;147,75;165,08;144,35;147,75;147,52;147,52;147,52;147,75;147,75;147,75;165,08;377,97;377,97;
20-12-2015;122,21;122,2;122,2;122,2;122,2;122,2;122,2;122,2;122,2;122,2;122,2;122,42;122,42;122,42;122,2;353,89;353,89;
21-12-2015;128,34;126,31;126,31;126,31;126,31;207,45;124,06;126,31;126,31;126,31;126,31;135,26;135,26;135,26;210,43;394,63;394,63;
22-12-2015;123,64;125,15;125,15;125,15;125,15;195,36;102,08;109,64;125,15;125,15;125,15;125,15;125,15;125,15;210,07;327,01;327,01;
23-12-2015;113,5;113,5;113,5;113,5;113,5;161,42;109,22;110,06;113,5;112,61;113,5;113,5;113,5;113,5;161,42;322,59;322,59;
24-12-2015;99,96;103,99;103,99;103,99;103,99;103,99;92,62;102,75;98,05;95,46;98,05;103,99;103,99;103,99;119,88;273,77;273,77;
25-12-2015;83,23;85;85;85;85;85;78,68;82,47;84,98;83,12;84,98;85,6;85,6;85,88;85;226,97;226,97;
26-12-2015;114,01;115,48;115,48;115,48;115,48;115,48;105,43;115,48;111,46;106,77;111,46;115,48;115,48;115,48;115,48;242,03;242,03;
27-12-2015;131,72;140,33;140,33;140,33;140,33;178,95;95,68;140,33;130,65;113,36;130,65;140,33;140,33;140,33;193,57;294,35;294,35;
28-12-2015;201,82;179,56;179,56;179,56;188,81;379,27;168,64;188,81;171,86;167,23;171,68;171,29;171,29;171,29;379,27;391,1;391,1;
29-12-2015;156,86;154,7;154,7;154,7;154,7;321,04;142,28;154,7;154,43;142,28;154,43;154,7;154,7;154,7;321,04;401,27;401,27;
30-12-2015;152,42;149,13;149,13;149,13;149,13;302,58;149,05;149,13;149,13;149,05;149,13;149,13;149,13;149,13;302,58;371,46;371,46;
31-12-2015;147,86;146,05;146,05;146,05;146,05;240,41;130,69;146,05;146,05;146,05;146,05;146,05;146,05;146,05;240,41;326,24;326,24;
