18700;OSLO - BLINDERN;Jan/31;;94;59,9423;10,72;Oslo;Oslo;SOUTHEASTERN NORWAY
St.no;Date;Mean temperature;Minimum temperature;Maximum temperature;Precipitation;Snow depth;Snow cover;Precipitation type;
18700;0,985127315;11,6;3,5;18,8;0,2;0;0; ;
18700;24.05.2015;8,4;3,3;13,8;0;0;0; ;
18700;25.05.2015;11;8,2;17,2;9,7;0;0; ;
18700;26.05.2015;10,5;7,4;14,5;1,4;0;0; ;
18700;27.05.2015;12,7;7,2;18,3;0;0;0; ;
18700;28.05.2015;8,4;5,6;16,7;0;0;0; ;
18700;29.05.2015;10,4;5,3;15,5;6,3;0;0; ;
18700;30.05.2015;7,5;6,8;11,2;8,4;0;0; ;
18700;31.05.2015;10,7;3,7;17,6;5,2;0;0; ;
18700;0,069155093;11,4;8,5;15,8;4,8;0;0; ;
18700;0,110821759;8,4;5,7;13;0;0;0; ;
18700;0,152488426;12,7;8,5;17,5;12,2;0;0; ;
18700;0,194155093;12,9;5,1;18,5;0;0;0; ;
18700;0,235821759;13,6;8,1;19,7;0;0;0; ;
18700;0,277488426;12,7;10,3;18,2;7,6;0;0; ;
18700;0,319155093;13;9,4;19,4;11,2;0;0; ;
18700;0,360821759;12,3;7,5;18,7;0,2;0;0; ;
18700;0,402488426;14,6;7,1;20,6;0,4;0;0; ;
18700;0,444155093;14,7;8,7;21,1;0;0;0; ;
18700;0,485821759;16,6;8,1;22,7;0,1;0;0; ;
18700;0,527488426;17,1;10,2;24,1;0;0;0; ;
18700;0,569155093;15,3;8,3;20,8;0;0;0; ;
18700;0,610821759;13,4;11;20,1;0;0;0; ;
18700;0,652488426;13,7;6,6;19,5;1,8;0;0; ;
18700;0,694155093;14,3;8,1;20,4;0;0;0; ;
18700;0,735821759;10,2;8,5;17,6;0;0;0; ;
18700;0,777488426;11,8;9,4;16;8,5;0;0; ;
18700;0,819155093;14,9;7,5;20,3;1,7;0;0; ;
18700;0,860821759;17,7;13,4;22,5;0;0;0; ;
18700;0,902488426;15,8;13;21,2;0;0;0; ;
18700;0,944155093;14,3;10,3;19,1;2,2;0;0; ;
18700;0,985821759;15,9;12,5;21,8;2,5;0;0; ;
18700;24.06.2015;15,1;11,5;21,6;6,4;0;0; ;
18700;25.06.2015;12,9;9,6;18,1;8,9;0;0; ;
18700;26.06.2015;15,1;8,9;21,6;0;0;0; ;
18700;27.06.2015;16,3;10,1;22;0;0;0; ;
18700;28.06.2015;14,7;12,9;18,7;0;0;0; ;
18700;29.06.2015;17,1;13,3;23,1;0,2;0;0; ;
18700;30.06.2015;18,3;12,7;24,4;0;0;0; ;
18700;0,069849537;20,6;16,1;26,5;0;0;0; ;
18700;0,111516204;20;12,5;25,3;0;0;0; ;
18700;0,15318287;20;12,7;25,2;0;0;0; ;
18700;0,194849537;20,6;16,8;25,7;0;0;0; ;
18700;0,236516204;20,9;15,4;27;0;0;0; ;
18700;0,27818287;16,3;12,6;24,8;9,7;0;0; ;
18700;0,319849537;17,2;11,3;23,7;3,2;0;0; ;
18700;0,361516204;13,4;13,1;18,7;2,1;0;0; ;
18700;0,40318287;13,8;10,7;18,4;19,2;0;0; ;
18700;0,444849537;15,2;11,1;20,1;0;0;0; ;
18700;0,486516204;16;7,8;22,5;0;0;0; ;
18700;0,52818287;16,8;13,2;23,1;0;0;0; ;
18700;0,569849537;16,5;14,5;20,4;1,4;0;0; ;
18700;0,611516204;17,2;13,4;24;1,3;0;0; ;
18700;0,65318287;15,6;11,6;20,9;0;0;0; ;
18700;0,694849537;14,2;9,7;18,6;9,3;0;0; ;
18700;0,736516204;15,3;7,8;20,7;0;0;0; ;
18700;0,77818287;14,9;12,1;20,7;5,5;0;0; ;
18700;0,819849537;16,7;11,6;22,7;0,5;0;0; ;
18700;0,861516204;17,5;13,2;23,8;0;0;0; ;
18700;0,90318287;14;12,3;19,9;3,1;0;0; ;
18700;0,944849537;17;13,1;22,8;4,5;0;0; ;
18700;0,986516204;16,4;11;21,9;2;0;0; ;
18700;24.07.2015;15;8,1;20,6;0;0;0; ;
18700;25.07.2015;12,5;8,6;16,6;0;0;0; ;
18700;26.07.2015;12,4;10,8;14,4;8,6;0;0; ;
18700;27.07.2015;15,2;9,8;21;8,3;0;0; ;
18700;28.07.2015;14,3;12,5;17,2;0,6;0;0; ;
18700;29.07.2015;14,4;12,9;18;6,9;0;0; ;
18700;30.07.2015;16,7;10,7;23;2,2;0;0; ;
18700;31.07.2015;14,8;11,3;20,1;0,1;0;0; ;
18700;0,070543981;15,1;9;21,3;0,1;0;0; ;
18700;0,112210648;14,3;9,1;20;9,3;0;0; ;
18700;0,153877315;14,9;9,8;20,8;1,7;0;0; ;
18700;0,195543981;15,5;11,4;18,1;0;0;0; ;
18700;0,237210648;16,6;14,6;19,5;55,6;0;0; ;
18700;0,278877315;15,9;14,7;19,7;0,3;0;0; ;
18700;0,320543981;16,4;12,3;20,5;1;0;0; ;
18700;0,362210648;18,1;14,6;23,7;2,1;0;0; ;
18700;0,403877315;15,4;9,5;20,7;0;0;0; ;
18700;0,445543981;16,2;13;22,1;0;0;0; ;
18700;0,487210648;15,9;13,8;19,5;0;0;0; ;
18700;0,528877315;16,3;10,5;22,2;0,1;0;0; ;
18700;0,570543981;16,3;9;22,8;0;0;0; ;
18700;0,612210648;18,1;10,2;25,4;0;0;0; ;
18700;0,653877315;19;12,7;24,2;0;0;0; ;
18700;0,695543981;18,6;14,6;23,2;0;0;0; ;
18700;0,737210648;18,2;13,5;22,7;0;0;0; ;
18700;0,778877315;17,5;12,2;22,9;0;0;0; ;
18700;0,820543981;17,9;11,6;24;0;0;0; ;
18700;0,862210648;17,7;12,9;23,9;0;0;0; ;
18700;0,903877315;17,1;11,1;24,3;0;0;0; ;
18700;0,945543981;17,2;9,9;24,5;0;0;0; ;
18700;0,987210648;18,6;10,1;25,1;0;0;0; ;
18700;24.08.2015;17,4;14,5;23;0;0;0; ;
18700;25.08.2015;16,6;15,6;18,2;3,2;0;0; ;
18700;26.08.2015;15,7;13,9;19,2;11,9;0;0; ;
18700;27.08.2015;14,9;12,8;18,4;34,4;0;0; ;
18700;28.08.2015;14;8;20,6;11;0;0; ;
18700;29.08.2015;15;8,3;20,7;0;0;0; ;
18700;30.08.2015;15,9;10,3;21,8;0;0;0; ;
18700;31.08.2015;15,7;11,5;21,2;0;0;0; ;
18700;0,071238426;13,5;12,2;16,6;0,1;0;0; ;
18700;0,112905093;12,6;11,2;14,9;28,1;0;0; ;
18700;0,154571759;12,8;11;18,2;26,1;0;0; ;
18700;0,196238426;12,2;7,8;18;3,8;0;0; ;
18700;0,237905093;11,8;10,4;13,8;4,7;0;0; ;
18700;0,279571759;11,7;8,5;15,7;2,6;0;0; ;
18700;0,321238426;13,3;5,6;19,4;0;0;0; ;
18700;0,362905093;14,4;8,5;20,3;0;0;0; ;
18700;0,404571759;14,9;8,9;21,1;0,2;0;0; ;
18700;0,446238426;14,6;8,4;21,2;0;0;0; ;
18700;0,487905093;14,9;10,7;19,4;0;0;0; ;
18700;0,529571759;13,5;11,6;16,2;0;0;0; ;
18700;0,571238426;14,3;12,2;16,5;0,9;0;0; ;
18700;0,612905093;14,6;12,9;16,3;1,7;0;0; ;
18700;0,654571759;12,5;11,5;15,9;3,3;0;0; ;
18700;0,696238426;11,4;9,1;13,2;20,6;0;0; ;
18700;0,737905093;13,7;12,1;16,2;12,3;0;0; ;
18700;0,779571759;14,7;12,9;19,3;39,2;0;0; ;
18700;0,821238426;12,9;8,5;18,7;1;0;0; ;
18700;0,862905093;11,1;6,5;15,3;0,3;0;0; ;
18700;0,904571759;10,9;8,9;13,9;0,7;0;0; ;
18700;0,946238426;10,5;8,5;12;0;0;0; ;
18700;0,987905093;12,4;10,9;14;5,4;0;0; ;
18700;24.09.2015;12,9;12;16,5;0,1;0;0; ;
18700;25.09.2015;10,4;7,7;15,5;7,2;0;0; ;
18700;26.09.2015;9,1;3,8;15,7;0;0;0; ;
18700;27.09.2015;9,6;3;16,8;0;0;0; ;
18700;28.09.2015;10,1;5,6;16,2;0;0;0; ;
18700;29.09.2015;10,7;5,2;16,7;0;0;0; ;
18700;30.09.2015;11,9;6,8;18,9;0;0;0; ;
18700;0,07193287;11;7,2;15,3;0;0;0; ;
18700;0,113599537;11,1;5,5;16,7;0;0;0; ;
18700;0,155266204;10,1;4,4;14,8;0;0;0; ;
18700;0,19693287;9,9;6,7;15;0;0;0; ;
18700;0,238599537;10,6;7,4;13,5;0;0;0; ;
18700;0,280266204;8,4;6,6;11,7;0;0;0; ;
18700;0,32193287;7,6;5,9;9,6;0;0;0; ;
18700;0,363599537;7,3;5,6;9,9;0;0;0; ;
18700;0,405266204;7,4;6,3;9,1;0;0;0; ;
18700;0,44693287;8;6;11,5;0;0;0; ;
18700;0,488599537;8,7;7,7;12,4;0;0;0; ;
18700;0,530266204;7,7;6,7;10,3;0,3;0;0; ;
18700;0,57193287;6,1;3,7;11,3;0;0;0; ;
18700;0,613599537;3,9;-0,5;10,6;0;0;0; ;
18700;0,655266204;4,1;-0,8;11;0;0;0; ;
18700;0,69693287;2,4;-0,5;8,1;0;0;0; ;
18700;0,738599537;2,8;-2,3;9,9;0;0;0; ;
18700;0,780266204;5;-0,3;12,3;0;0;0; ;
18700;0,82193287;5,1;0,9;11,3;0;0;0; ;
18700;0,863599537;6,1;3,5;7,4;0,5;0;0; ;
18700;0,905266204;6,9;3,6;10;0,2;0;0; ;
18700;0,94693287;10,2;7,5;15;5,1;0;0; ;
18700;0,988599537;9,8;6,8;15,9;0,1;0;0; ;
18700;24.10.2015;7,4;1,7;10,7;0;0;0; ;
18700;25.10.2015;8,2;4,7;12;1,5;0;0; ;
18700;26.10.2015;6,2;3,5;9,4;0;0;0; ;
18700;27.10.2015;5,4;1,4;9,8;0;0;0; ;
18700;28.10.2015;6,3;5,3;7,2;0;0;0; ;
18700;29.10.2015;6;5,1;6,9;0;0;0; ;
18700;30.10.2015;6,3;5,6;7,7;0;0;0; ;
18700;31.10.2015;8,1;5,4;9,6;0,6;0;0; ;
18700;0,072627315;8;6,8;9,5;0;0;0; ;
18700;0,114293981;6,7;4;12,3;0;0;0; ;
18700;0,155960648;7,3;3,4;9,2;0;0;0; ;
18700;0,197627315;4,9;4,1;8,8;0,1;0;0; ;
18700;0,239293981;4,6;3,1;5,4;0;0;0; ;
18700;0,280960648;7,2;5,4;7,8;0,5;0;0; ;
18700;0,322627315;9,8;7,7;12,2;20,9;0;0; ;
18700;0,364293981;7,1;3,7;10,6;8,2;0;0; ;
18700;0,405960648;7;4,9;8,8;4,4;0;0; ;
18700;0,447627315;4,6;2,9;8,1;0;0;0; ;
18700;0,489293981;3,1;0,3;6,7;0;0;0; ;
18700;0,530960648;4,3;3,1;8,4;0,3;0;0; ;
18700;0,572627315;6,7;1,7;11,2;1,5;0;0; ;
18700;0,614293981;3,2;1,7;6,1;1;0;0; ;
18700;0,655960648;1,9;-0,8;7,1;0;0;0; ;
18700;0,697627315;1,7;-1,1;3,7;0;0;0; ;
18700;0,739293981;2,4;0,5;5,3;7,5;0;0; ;
18700;0,780960648;0,8;0,2;4,6;0;0;0; ;
18700;0,822627315;0;-0,8;0,7;0;0;0; ;
18700;0,864293981;-2,8;-4,7;0,6;0;0;0; ;
18700;0,905960648;-2,5;-4,7;-1,5;0;0;0; ;
18700;0,947627315;-3,5;-5,6;1,1;0;0;0; ;
18700;0,989293981;-4,7;-7,7;-2;0;0;0; ;
18700;24.11.2015;2,1;-4,1;5,2;1,4;0;0; ;
18700;25.11.2015;1,1;0,1;5,1;13,4;0;0; ;
18700;26.11.2015;-0,9;-3,7;0,6;0,1;0;0; ;
18700;27.11.2015;7,8;0,2;9,6;0;0;0; ;
18700;28.11.2015;4;0;10;7,8;0;0; ;
18700;29.11.2015;3,4;-0,8;5,7;4,8;0;0; ;
18700;30.11.2015;0,5;-2,8;5,6;3,6;0;0; ;
18700;0,073321759;2,1;-2;5,9;0;0;0; ;
18700;0,114988426;1,7;-1;3,5;0;0;0; ;
18700;0,156655093;1,5;-0,6;4,9;1,6;0;0; ;
18700;0,198321759;3,4;-0,2;6,7;9,6;0;0; ;
18700;0,239988426;8,7;1,6;10,4;11,7;0;0; ;
18700;0,281655093;7,8;4;10,2;0;0;0; ;
18700;0,323321759;3,9;-0,6;8;0;0;0; ;
18700;0,364988426;5;-0,5;8,2;0;0;0; ;
18700;0,406655093;6,4;3,7;8,6;4,7;0;0; ;
18700;0,448321759;6,9;3,7;9,1;0;0;0; ;
18700;0,489988426;0,2;-1,6;4,4;0;0;0; ;
18700;0,531655093;-1,7;-3,6;1,3;0;0;0; ;
18700;0,573321759;-2,3;-3,5;0,9;0;0;0; ;
18700;0,614988426;-6,1;-7,2;-3,3;0;0;0; ;
18700;0,656655093;-6,8;-8,9;-4,7;0;0;0; ;
18700;0,698321759;-3,5;-6,3;-1,6;0,1;0;0; ;
18700;0,739988426;0,6;-1,6;1,2;4,9;3;4; ;
18700;0,781655093;3,6;1,1;5,4;6,7;4;4; ;
18700;0,823321759;6,1;4,6;7;0;0;0; ;
18700;0,864988426;8,5;6,7;9,5;3,1;0;0; ;
18700;0,906655093;6,8;6;8,2;0;0;0; ;
18700;0,948321759;4,2;0,9;7,2;0;0;0; ;
18700;0,989988426;3,1;-0,1;7,4;6,3;0;0; ;
18700;24.12.2015;6;2,2;7,9;0;0;0; ;
18700;25.12.2015;4,7;2,4;8;1;0;0; ;
18700;26.12.2015;-1,2;-4;6,3;0;0;0; ;
18700;27.12.2015;-3,2;-5,6;-2,4;0;0;0; ;
18700;28.12.2015;-1,4;-3,3;-1,1;4,1;7;4; ;
18700;29.12.2015;-0,8;-1,5;-0,2;0,1;7;4; ;
18700;30.12.2015;1,4;-0,5;2,7;0,9;7;4; ;
18700;31.12.2015;1;0,1;2,8;2,4;0;1; ;
18700;0,065694444;1,6;0,1;2,5;6,1;0;1; ;
18700;0,107361111;-2,1;-4,1;2,1;3,9;0;1; ;
18700;0,149027778;-6;-6,3;-4,1;0,1;1;3; ;
18700;0,190694444;-7,4;-7,9;-6,2;0;4;4; ;
18700;0,232361111;-7,7;-8,4;-6,3;0;1;3; ;
18700;0,274027778;-11,4;-12,4;-7,3;0;1;1; ;
18700;0,315694444;-11,9;-13,1;-11,2;0;0;1; ;
18700;0,357361111;-8,9;-11,3;-7,8;1,2;9;4; ;
18700;0,399027778;-9;-9,4;-8,3;0;7;4; ;
18700;0,440694444;-5,6;-9,4;-2,6;4,3;10;4; ;
18700;0,482361111;-1,3;-2,8;-0,9;8,6;16;4; ;
18700;0,524027778;-3,1;-3,8;-1,2;1,1;16;4; ;
18700;0,565694444;-7,3;-10,3;-3,8;0,8;15;4; ;
18700;0,607361111;-12,3;-14,2;-8;0;15;4; ;
18700;0,649027778;-12,4;-16,4;-9,7;0;14;4; ;
18700;0,690694444;-9,5;-12,2;-7,1;2,3;18;4; ;
18700;0,732361111;-11,7;-14,5;-7,6;0;18;4; ;
18700;0,774027778;-11,2;-14,3;-8,7;0;16;4; ;
18700;0,815694444;-11,2;-13,8;-8,2;0;16;4; ;
18700;0,857361111;-10,5;-13,6;-5,2;0;16;4; ;
18700;0,899027778;-11,1;-13,4;-5,8;0;17;4; ;
18700;0,940694444;-10,1;-15,8;-7,4;0;15;4; ;
18700;0,982361111;-2,6;-7,4;-1,6;3,2;20;4; ;
18700;24.01.2016;-2,6;-3,4;-1,6;0,4;20;4; ;
18700;25.01.2016;-0,8;-2,8;-0,1;0,2;19;4; ;
18700;26.01.2016;2,5;-0,6;3,7;0,7;15;4; ;
18700;27.01.2016;3,4;2,9;4,4;0,6;11;4; ;
18700;28.01.2016;3,1;1,2;5,9;9;5;3; ;
18700;29.01.2016;3,7;0,4;7,3;0;5;3; ;
18700;30.01.2016;2,5;1,4;4,5;0,5;0;1; ;
18700;31.01.2016;0,6;-1,4;4,5;0;0;1; ;
18700;0,066388889;-1,5;-4,2;1;0;0;1; ;
18700;0,108055556;1,8;-0,7;3,4;3,8;5;4; ;
18700;0,149722222;0,8;-1,9;4;1,3;2;4; ;
18700;0,191388889;-0,8;-4,9;4,5;0;2;4; ;
18700;0,233055556;-1,2;-3,7;1,2;0;2;4; ;
18700;0,274722222;3,2;-1;4,7;8;1;4; ;
18700;0,316388889;4,7;2,7;5,4;4,9;1;3; ;
18700;0,358055556;3,2;0,6;5;2,1;0;1; ;
18700;0,399722222;3,3;1,8;5,5;19,5;0;1; ;
18700;0,441388889;2,1;1,3;3,4;0,9;0;1; ;
18700;0,483055556;0,3;-1;2,6;0;0;1; ;
18700;0,524722222;-2,3;-3,2;-0,6;0;0;1; ;
18700;0,566388889;-3,6;-4,1;-1,8;0,3;0;1; ;
18700;0,608055556;-6;-7,8;-2,5;0;0;3; ;
18700;0,649722222;-5,1;-10,6;2,4;0;0;1; ;
18700;0,691388889;-4,6;-9,5;-1,2;0;0;1; ;
18700;0,733055556;1,3;-2,8;2,6;0;0;1; ;
18700;0,774722222;-2,7;-3,9;0,4;0;0;1; ;
18700;0,816388889;-0,8;-3,3;0,5;0;0;1; ;
18700;0,858055556;0,8;-0,1;1,5;2,1;0;1; ;
18700;0,899722222;0,1;-2,4;4,1;7,5;3;4; ;
18700;0,941388889;-2,2;-4,7;2,2;0;3;4; ;
18700;0,983055556;-2,5;-7,3;3;0;3;4; ;
18700;24.02.2016;-1,3;-5;4,9;0;3;4; ;
18700;25.02.2016;-2,1;-7,2;4,2;0;3;4; ;
18700;26.02.2016;0,7;-2,7;7,1;0;3;3; ;
18700;27.02.2016;-1,6;-6,7;5,6;0;3;3; ;
18700;28.02.2016;-1,5;-6,8;5,4;0;3;3; ;
18700;29.02.2016;-3,3;-7,4;-0,2;0;3;3; ;
18700;0,067083333;-0,5;-1,1;0,4;0;3;3; ;
18700;0,10875;-0,7;-1,5;0,3;2,6;5;4; ;
18700;0,150416667;0,6;-1,4;2,8;10,9;17;4; ;
18700;0,192083333;0,9;0,2;1,8;3,5;11;4; ;
18700;0,23375;1,1;0,3;2,2;6,1;12;4; ;
18700;0,275416667;0,4;-0,6;1,9;0,8;12;4; ;
18700;0,317083333;0,9;-0,9;3,3;5,6;15;4; ;
18700;0,35875;0,7;-3,6;5,4;3,1;13;4; ;
18700;0,400416667;1,4;0,2;4,2;0;10;4; ;
18700;0,442083333;1,9;1,2;3,9;0,1;11;3; ;
18700;0,48375;0,5;-1,8;3,9;0;10;3; ;
18700;0,525416667;0,8;-0,4;2,2;0;10;3; ;
18700;0,567083333;2,6;0,7;5;0;10;3; ;
18700;0,60875;6,4;1,7;14,1;0,7;8;3; ;
18700;0,650416667;8;1,9;15,7;0;5;1; ;
18700;0,692083333;5,4;0;13;0;2;1; ;
18700;0,73375;2,8;-0,9;8,9;0;1;1; ;
18700;0,775416667;5,6;0,4;11,1;0;0;1; ;
18700;0,817083333;4,8;-2;12,1;0;0;1; ;
18700;0,85875;5,5;-0,5;11,9;0;0;1; ;
18700;0,900416667;4,1;-1,4;9,7;0;0;1; ;
18700;0,942083333;4,1;0;9,4;0;0;1; ;
18700;0,98375;4,4;0,4;9,4;0;0;1; ;
18700;24.03.2016;1,9;-3;5,2;0;0;1; ;
18700;25.03.2016;4,2;2,9;7,6;0;0;0; ;
18700;26.03.2016;3,5;-0,8;6,7;0,5;0;0; ;
18700;27.03.2016;5,5;4,6;6,1;0,8;0;0; ;
18700;28.03.2016;6,4;4,4;9,6;6,6;0;0; ;
18700;29.03.2016;5,7;4,7;8,1;3,6;0;0; ;
18700;30.03.2016;3,8;3,1;6,3;2,2;0;0; ;
18700;31.03.2016;2,2;-2,4;6;0;0;0; ;
18700;0,067777778;4,1;-1,8;9,4;0;0;0; ;
18700;0,109444444;4,7;3,2;6,3;1,8;0;0; ;
18700;0,151111111;5,4;4,4;6,2;5,6;0;0; ;
18700;0,192777778;6,8;5,2;8,5;1,5;0;0; ;
18700;0,234444444;6,3;5,3;9;8,3;0;0; ;
18700;0,276111111;6,3;4,5;10,9;0,3;0;0; ;
18700;0,317777778;5,4;4,3;7,4;7,2;0;0; ;
18700;0,359444444;4,6;3,5;6,4;4,5;0;0; ;
18700;0,401111111;5,1;3,1;9;1,4;0;0; ;
18700;0,442777778;6,5;0,5;12,9;0,1;0;0; ;
18700;0,484444444;7,4;3,4;13,1;0;0;0; ;
18700;0,526111111;7,3;0,6;14,2;0;0;0; ;
18700;0,567777778;8,2;1,4;13,3;0;0;0; ;
18700;0,609444444;6,5;4,3;9,7;0,1;0;0; ;
18700;0,651111111;6,7;5,6;8,7;0,2;0;0; ;
18700;0,692777778;7,3;4;12,1;0,6;0;0; ;
18700;0,734444444;5,4;2,9;9;12,2;0;0; ;
18700;0,776111111;6,7;2,1;12,1;1,9;0;0; ;
18700;0,817777778;8,1;0,4;14,1;4,3;0;0; ;
18700;0,859444444;8,4;1,7;14;0;0;0; ;
18700;0,901111111;9,1;4,6;14,4;0;0;0; ;
18700;0,942777778;5,6;0,9;10,5;0;0;0; ;
18700;0,984444444;3,7;-1,4;8,3;0;0;0; ;
18700;24.04.2016;3,2;0,7;8,1;0,5;0;0; ;
18700;25.04.2016;3,6;-0,2;8,9;0,4;0;0; ;
18700;26.04.2016;4,8;1,1;9;0,1;0;0; ;
18700;27.04.2016;6,1;0,8;10,9;0;0;0; ;
18700;28.04.2016;5;1,8;9,7;0;0;0; ;
18700;29.04.2016;5,4;0,9;9,4;12,1;0;0; ;
18700;30.04.2016;2,9;0,8;7,6;13,4;0;0; ;
18700;0,068472222;6,5;1,7;11,2;21,7;0;0; ;
18700;0,110138889;7,7;4,5;10,1;0;0;0; ;
18700;0,151805556;8,1;6,9;11,3;3;0;0; ;
18700;0,193472222;8,8;0,8;16,2;1,1;0;0; ;
18700;0,235138889;9,4;3,6;14,9;0;0;0; ;
18700;0,276805556;10,7;3,2;16,8;0;0;0; ;
18700;0,318472222;13,4;4,4;21;0;0;0; ;
18700;0,360138889;16,2;7,1;23,5;0;0;0; ;
18700;0,401805556;17,2;7,5;25;0;0;0; ;
18700;0,443472222;17,5;8,7;25,3;0;0;0; ;
18700;0,485138889;13,4;8;22,1;0;0;0; ;
18700;0,526805556;13,2;6,9;18,4;0;0;0; ;
18700;0,568472222;8,9;5,9;15,6;0;0;0; ;
18700;0,610138889;8,7;4,7;13,1;0;0;0; ;
18700;0,651805556;9,9;5,3;14,3;0;0;0; ;
18700;0,693472222;11,3;5,6;17,7;0;0;0; ;
18700;0,735138889;11,6;2,7;17,8;0;0;0; ;
18700;0,776805556;11,7;6,9;17,4;0;0;0; ;
18700;0,818472222;12;9,5;16,7;0;0;0; ;
18700;0,860138889;10,9;10;13,1;0,6;0;0; ;
18700;0,901805556;11,5;8,8;16,1;1,8;0;0; ;
18700;0,943472222;13,1;10,6;14,9;3,5;0;0; ;
18700;0,985138889;13,8;13;15,1;9,4;0;0; ;
18700;24.05.2016;11,2;9,7;13,2;27;0;0; ;
18700;25.05.2016;13,2;8,3;18;0,3;0;0; ;
18700;26.05.2016;13,8;8,1;19,3;0,2;0;0; ;
18700;27.05.2016;15,5;12,1;21;0;0;0; ;
18700;28.05.2016;13,6;11,1;18,3;0;0;0; ;
18700;29.05.2016;13,3;12,5;15,9;0,1;0;0; ;
18700;30.05.2016;16;12,6;20,6;3;0;0; ;
18700;31.05.2016;20,7;15,5;26,4;1,8;0;0; ;
18700;0,069166667;22,2;16,5;28,3;0;0;0; ;
18700;0,110833333;22,6;17,1;27,5;0;0;0; ;
18700;0,1525;22,6;15,6;29,1;0;0;0; ;
18700;0,194166667;17,4;13,4;26,7;4,7;0;0; ;
18700;0,235833333;17,3;13;22;0;0;0; ;
18700;0,2775;16,3;10,4;21,2;0;0;0; ;
18700;0,319166667;17,2;15;23,4;0;0;0; ;
18700;0,360833333;14,8;12,2;19,3;0,2;0;0; ;
18700;0,4025;12,5;6,4;18,6;0;0;0; ;
18700;0,444166667;12,2;7,7;16,3;0,2;0;0; ;
18700;0,485833333;13,7;6,1;19,3;0;0;0; ;
18700;0,5275;15,6;9,1;21,8;0;0;0; ;
18700;0,569166667;17,3;7,9;23,3;0;0;0; ;
18700;0,610833333;18,4;10,8;23,6;0;0;0; ;
18700;0,6525;14,1;12,1;21,2;0;0;0; ;
18700;0,694166667;19,3;13,5;25,3;11,6;0;0; ;
18700;0,735833333;15,8;14,7;22,2;0,7;0;0; ;
18700;0,7775;16,9;12,5;20,5;1,8;0;0; ;
18700;0,819166667;14,1;9,8;19,2;4,1;0;0; ;
18700;0,860833333;13,8;12,3;16,7;0;0;0; ;
18700;0,9025;17,4;13,2;23,1;24,3;0;0; ;
18700;0,944166667;16,2;10,5;21,7;0;0;0; ;
18700;0,985833333;16,7;14,2;21,3;0;0;0; ;
18700;24.06.2016;17,4;14,6;19,8;0,1;0;0; ;
18700;25.06.2016;19,9;15,5;25;0,2;0;0; ;
18700;26.06.2016;17,5;15,3;22,1;0,4;0;0; ;
18700;27.06.2016;14,9;12,8;17,7;5,2;0;0; ;
18700;28.06.2016;16,6;12,4;21,2;5,7;0;0; ;
18700;29.06.2016;14,8;10,5;19,4;0;0;0; ;
18700;30.06.2016;14,7;12,7;17,9;1,9;0;0; ;
18700;0,069861111;13,7;11,8;16,5;5,5;0;0; ;
18700;0,111527778;13,5;11,8;17,3;5,9;0;0; ;
18700;0,153194444;13,6;9,2;19,3;8,1;0;0; ;
18700;0,194861111;15,2;9,1;21,6;0,8;0;0; ;
18700;0,236527778;14,8;10;21,4;0,1;0;0; ;
18700;0,278194444;16,6;11,2;22,2;3,1;0;0; ;
18700;0,319861111;16,3;11,4;21,2;0,4;0;0; ;
18700;0,361527778;18;13,9;23,8;0,2;0;0; ;
18700;0,403194444;17,9;13,4;23,4;0;0;0; ;
18700;0,444861111;17,2;12,8;21,8;0;0;0; ;
18700;0,486527778;16,7;14,3;21,7;0,2;0;0; ;
18700;0,528194444;16,5;14,4;23;5,8;0;0; ;
18700;0,569861111;16,2;13;20,7;2,9;0;0; ;
18700;0,611527778;17,2;14,3;21,4;10,9;0;0; ;
18700;0,653194444;19,1;14,7;24,3;5;0;0; ;
18700;0,694861111;17,8;15,2;22,1;0,2;0;0; ;
18700;0,736527778;14,9;8,4;20,2;0,3;0;0; ;
18700;0,778194444;16,4;9,2;22;0,1;0;0; ;
18700;0,819861111;16,6;11,2;20,9;0,1;0;0; ;
18700;0,861527778;20;13,3;26,2;0,3;0;0; ;
18700;0,903194444;21,8;15,2;27,8;0;0;0; ;
18700;0,944861111;21,3;17,1;26,8;0;0;0; ;
18700;0,986527778;20,1;16,1;23,8;0;0;0; ;
18700;24.07.2016;20,5;15;26,3;0;0;0; ;
18700;25.07.2016;19,3;16,1;26;0;0;0; ;
18700;26.07.2016;18,1;16,2;21,1;6;0;0; ;
18700;27.07.2016;16,3;12;21,1;0,2;0;0; ;
18700;28.07.2016;18,1;14,1;22,6;11,8;0;0; ;
18700;29.07.2016;16,5;14,5;20,2;0;0;0; ;
18700;30.07.2016;16,6;13,4;22,2;13,8;0;0; ;
18700;31.07.2016;15,8;9,2;21,4;3,6;0;0; ;
18700;0,070555556;15,2;9,1;21;0;0;0; ;
18700;0,112222222;15,9;10,6;21,7;0,1;0;0; ;
18700;0,153888889;15,3;10;20,9;0,2;0;0; ;
18700;0,195555556;15,5;12,6;20,8;14,8;0;0; ;
18700;0,237222222;16,7;14,6;21,9;12,4;0;0; ;
18700;0,278888889;16;14;18,5;12,4;0;0; ;
18700;0,320555556;15,5;13,6;18,4;16,8;0;0; ;
18700;0,362222222;14,7;13,2;18,1;7,2;0;0; ;
18700;0,403888889;13,3;10,7;18,8;14,3;0;0; ;
18700;0,445555556;10,9;7,6;17,4;26,1;0;0; ;
